a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
E,B,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,Simulated objects colliding,0047-00,['4' '3' '5' '1' '2' '0'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 3
C: 5
D: 1
E: 2
F: 0 
Pick the best suited option.",B,videos/simulated/0047-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0048-00,['3' '4' '5' '1' '2' '0'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 4
C: 5
D: 1
E: 2
F: 0 
Pick the best suited option.",E,videos/simulated/0048-00.mp4
E,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0049-00,['7' '4' '5' '1' '3' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 7
B: 4
C: 5
D: 1
E: 3
F: 2 
Pick the best suited option.",F,videos/simulated/0049-00.mp4
D,E,How many complete circle(s)) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,car;rotation,0200-00,['1' '2' '5' '0' '4' '3'],,"How many complete circle(s)) does the car make throughout the entire video?
Options: 
A: 1
B: 2
C: 5
D: 0
E: 4
F: 3 
Pick the best suited option.",E,videos/object/0200-00.mp4
A,A,How many complete circle(s) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,car;static,0201-00,['0' '3' '5' '4' '1' '2'],,"How many complete circle(s) does the car make throughout the entire video?
Options: 
A: 0
B: 3
C: 5
D: 4
E: 1
F: 2 
Pick the best suited option.",A,videos/object/0201-00.mp4
F,D,How many complete circle(s) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,car;rotation,0202-00,['4' '5' '3' '1' '2' '0'],,"How many complete circle(s) does the car make throughout the entire video?
Options: 
A: 4
B: 5
C: 3
D: 1
E: 2
F: 0 
Pick the best suited option.",D,videos/object/0202-00.mp4
F,B,How many complete circle(s) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,car;rotation,0203-00,['5' '4' '2' '3' '1' '0'],,"How many complete circle(s) does the car make throughout the entire video?
Options: 
A: 5
B: 4
C: 2
D: 3
E: 1
F: 0 
Pick the best suited option.",B,videos/object/0203-00.mp4
F,E,How many complete circle(s) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,car;rotation,0204-00,['1' '4' '2' '3' '5' '0'],,"How many complete circle(s) does the car make throughout the entire video?
Options: 
A: 1
B: 4
C: 2
D: 3
E: 5
F: 0 
Pick the best suited option.",E,videos/object/0204-00.mp4
B,E,How many spin(s) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,car;rotation,0205-00,['4' '0' '3' '2' '6' '8'],,"How many spin(s) does the car make throughout the entire video?
Options: 
A: 4
B: 0
C: 3
D: 2
E: 6
F: 8 
Pick the best suited option.",E,videos/object/0205-00.mp4
D,A,How many spin(s) does the car make throughout the entire video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,car;rotation,0206-00,['7' '2' '9' '0' '5' '3'],,"How many spin(s) does the car make throughout the entire video?
Options: 
A: 7
B: 2
C: 9
D: 0
E: 5
F: 3 
Pick the best suited option.",A,videos/object/0206-00.mp4
C,B,"From the person's perspective, how many spin(s) do they make throughout the entire video?",human,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",count,1,human;rotation,0207-00,['5' '2' '0' '3' '4' '1'],,"From the person's perspective, how many spin(s) do they make throughout the entire video?
Options: 
A: 5
B: 2
C: 0
D: 3
E: 4
F: 1 
Pick the best suited option.",B,videos/human/0207-00.mp4
D,E,"From the person's perspective, how many spin(s) do they make throughout the entire video?",human,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",count,4,human;rotation,0208-00,['1' '3' '5' '0' '2' '4'],,"From the person's perspective, how many spin(s) do they make throughout the entire video?
Options: 
A: 1
B: 3
C: 5
D: 0
E: 2
F: 4 
Pick the best suited option.",E,videos/human/0208-00.mp4
D,F,How many trapezoid(s) does the person draw in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,human;drawing,0209-00,['4' '1' '2' '0' '5' '3'],,"How many trapezoid(s) does the person draw in the air throughout the entire video?
Options: 
A: 4
B: 1
C: 2
D: 0
E: 5
F: 3 
Pick the best suited option.",F,videos/human/0209-00.mp4
D,A,How many triangle(s) does the person draw in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,human;drawing,0210-00,['4' '3' '1' '0' '5' '2'],,"How many triangle(s) does the person draw in the air throughout the entire video?
Options: 
A: 4
B: 3
C: 1
D: 0
E: 5
F: 2 
Pick the best suited option.",A,videos/human/0210-00.mp4
D,F,How many square(s) does the person draw in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,human;drawing,0211-00,['3' '4' '5' '0' '1' '2'],,"How many square(s) does the person draw in the air throughout the entire video?
Options: 
A: 3
B: 4
C: 5
D: 0
E: 1
F: 2 
Pick the best suited option.",F,videos/human/0211-00.mp4
E,B,How many infinity-shaped curve(s) does the person draw in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,human;drawing,0212-00,['6' '7' '4' '2' '0' '1'],,"How many infinity-shaped curve(s) does the person draw in the air throughout the entire video?
Options: 
A: 6
B: 7
C: 4
D: 2
E: 0
F: 1 
Pick the best suited option.",B,videos/human/0212-00.mp4
E,D,How many diamond shape(s) does the person draw in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,human;drawing,0213-00,['0' '4' '2' '3' '1' '5'],,"How many diamond shape(s) does the person draw in the air throughout the entire video?
Options: 
A: 0
B: 4
C: 2
D: 3
E: 1
F: 5 
Pick the best suited option.",D,videos/human/0213-00.mp4
C,F,How many figure-eight shape(s) does the person draw in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,human;drawing,0214-00,['2' '3' '0' '5' '1' '6'],,"How many figure-eight shape(s) does the person draw in the air throughout the entire video?
Options: 
A: 2
B: 3
C: 0
D: 5
E: 1
F: 6 
Pick the best suited option.",F,videos/human/0214-00.mp4
D,C,How many circle(s) does the person's hand trace in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,human;rotation,0215-00,['3' '5' '6' '1' '2' '0'],,"How many circle(s) does the person's hand trace in the air throughout the entire video?
Options: 
A: 3
B: 5
C: 6
D: 1
E: 2
F: 0 
Pick the best suited option.",C,videos/human/0215-00.mp4
F,D,How many spin(s) does the person make throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,human;rotation,0216-00,['5' '1' '3' '4' '2' '0'],,"How many spin(s) does the person make throughout the entire video?
Options: 
A: 5
B: 1
C: 3
D: 4
E: 2
F: 0 
Pick the best suited option.",D,videos/human/0216-00.mp4
C,F,How many spin(s) does the person make throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,human;rotation,0216-05,['1' '5' '0' '2' '3' '4'],,"How many spin(s) does the person make throughout the entire video?
Options: 
A: 1
B: 5
C: 0
D: 2
E: 3
F: 4 
Pick the best suited option.",F,videos/human/0216-05.mp4
B,E,How many circle(s) does the person's hand trace in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,human;rotation,0218-00,['5' '1' '7' '0' '8' '3'],,"How many circle(s) does the person's hand trace in the air throughout the entire video?
Options: 
A: 5
B: 1
C: 7
D: 0
E: 8
F: 3 
Pick the best suited option.",E,videos/human/0218-00.mp4
C,B,How many circle(s) does the person's hand trace in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,human;rotation,0218-01,['4' '3' '1' '5' '0' '2'],,"How many circle(s) does the person's hand trace in the air throughout the entire video?
Options: 
A: 4
B: 3
C: 1
D: 5
E: 0
F: 2 
Pick the best suited option.",B,videos/human/0218-01.mp4
B,F,How many times does the person swing their hand upward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,human;linear;markerpen,0220-00,['2' '0' '1' '4' '3' '5'],,"How many times does the person swing their hand upward throughout the entire video?
Options: 
A: 2
B: 0
C: 1
D: 4
E: 3
F: 5 
Pick the best suited option.",F,videos/human/0220-00.mp4
B,E,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,human;linear,0221-00,['0' '1' '5' '2' '6' '4'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 0
B: 1
C: 5
D: 2
E: 6
F: 4 
Pick the best suited option.",E,videos/human/0221-00.mp4
C,D,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,human;linear,0222-00,['3' '8' '1' '9' '5' '0'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 3
B: 8
C: 1
D: 9
E: 5
F: 0 
Pick the best suited option.",D,videos/human/0222-00.mp4
C,B,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,human;linear,0223-00,['3' '6' '0' '8' '5' '7'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 3
B: 6
C: 0
D: 8
E: 5
F: 7 
Pick the best suited option.",B,videos/human/0223-00.mp4
A,D,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,human;linear;markerpen,0224-00,['0' '6' '3' '7' '8' '5'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 0
B: 6
C: 3
D: 7
E: 8
F: 5 
Pick the best suited option.",D,videos/human/0224-00.mp4
B,A,How many times does the person swing their hand downward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,human;linear;markerpen,0225-00,['9' '0' '10' '5' '7' '3'],,"How many times does the person swing their hand downward throughout the entire video?
Options: 
A: 9
B: 0
C: 10
D: 5
E: 7
F: 3 
Pick the best suited option.",A,videos/human/0225-00.mp4
B,D,How many times does the person swing their hand to the left throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,human;linear;markerpen,0226-00,['9' '0' '3' '7' '5' '10'],,"How many times does the person swing their hand to the left throughout the entire video?
Options: 
A: 9
B: 0
C: 3
D: 7
E: 5
F: 10 
Pick the best suited option.",D,videos/human/0226-00.mp4
A,D,How many times does the person swing their hand to the left throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,human;linear,0227-00,['1' '5' '4' '2' '3' '0'],,"How many times does the person swing their hand to the left throughout the entire video?
Options: 
A: 1
B: 5
C: 4
D: 2
E: 3
F: 0 
Pick the best suited option.",D,videos/human/0227-00.mp4
F,A,How many times does the person swing their hand downward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,human;linear,0228-00,['4' '2' '5' '3' '1' '0'],,"How many times does the person swing their hand downward throughout the entire video?
Options: 
A: 4
B: 2
C: 5
D: 3
E: 1
F: 0 
Pick the best suited option.",A,videos/human/0228-00.mp4
F,C,How many times does the person swing their hand upward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,human;linear,0229-00,['5' '3' '4' '2' '1' '0'],,"How many times does the person swing their hand upward throughout the entire video?
Options: 
A: 5
B: 3
C: 4
D: 2
E: 1
F: 0 
Pick the best suited option.",C,videos/human/0229-00.mp4
D,A,How many circle(s) does the person's hand trace in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,human;rotation,0230-00,['5' '3' '2' '1' '0' '4'],,"How many circle(s) does the person's hand trace in the air throughout the entire video?
Options: 
A: 5
B: 3
C: 2
D: 1
E: 0
F: 4 
Pick the best suited option.",A,videos/human/0230-00.mp4
F,D,How many times does the person launch the object on the slanted plane?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0864-00,['0' '6' '10' '3' '4' '2'],,"How many times does the person launch the object on the slanted plane?
Options: 
A: 0
B: 6
C: 10
D: 3
E: 4
F: 2 
Pick the best suited option.",D,videos/object/0864-00.mp4
B,A,How many times does the person launch the object on the slanted plane?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,,0865-00,['3' '2' '4' '10' '9' '7'],,"How many times does the person launch the object on the slanted plane?
Options: 
A: 3
B: 2
C: 4
D: 10
E: 9
F: 7 
Pick the best suited option.",A,videos/object/0865-00.mp4
D,C,How many times does the person launch the object on the slanted plane?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,,0866-00,['0' '8' '3' '1' '9' '7'],,"How many times does the person launch the object on the slanted plane?
Options: 
A: 0
B: 8
C: 3
D: 1
E: 9
F: 7 
Pick the best suited option.",C,videos/object/0866-00.mp4
A,A,How many times does the person launch objects on the table?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,,0867-00,['2' '0' '4' '7' '10' '1'],,"How many times does the person launch objects on the table?
Options: 
A: 2
B: 0
C: 4
D: 7
E: 10
F: 1 
Pick the best suited option.",A,videos/object/0867-00.mp4
D,D,How many times does the person launch objects on the table?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0868-00,['5' '1' '9' '2' '3' '8'],,"How many times does the person launch objects on the table?
Options: 
A: 5
B: 1
C: 9
D: 2
E: 3
F: 8 
Pick the best suited option.",D,videos/object/0868-00.mp4
B,D,How many times does the person launch objects on the table?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0869-00,['0' '1' '3' '2' '9' '8'],,"How many times does the person launch objects on the table?
Options: 
A: 0
B: 1
C: 3
D: 2
E: 9
F: 8 
Pick the best suited option.",D,videos/object/0869-00.mp4
E,D,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0870-00,['2' '9' '7' '3' '4' '5'],,"How many containers does the person try to cover?
Options: 
A: 2
B: 9
C: 7
D: 3
E: 4
F: 5 
Pick the best suited option.",D,videos/object/0870-00.mp4
E,E,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,,0871-00,['0' '10' '5' '1' '3' '9'],,"How many containers does the person try to cover?
Options: 
A: 0
B: 10
C: 5
D: 1
E: 3
F: 9 
Pick the best suited option.",E,videos/object/0871-00.mp4
E,B,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,,0872-00,['0' '3' '5' '6' '2' '9'],,"How many containers does the person try to cover?
Options: 
A: 0
B: 3
C: 5
D: 6
E: 2
F: 9 
Pick the best suited option.",B,videos/object/0872-00.mp4
D,F,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,,0873-00,['7' '4' '6' '0' '2' '3'],,"How many containers does the person try to cover?
Options: 
A: 7
B: 4
C: 6
D: 0
E: 2
F: 3 
Pick the best suited option.",F,videos/object/0873-00.mp4
A,A,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,,0874-00,['3' '1' '0' '9' '10' '8'],,"How many containers does the person try to cover?
Options: 
A: 3
B: 1
C: 0
D: 9
E: 10
F: 8 
Pick the best suited option.",A,videos/object/0874-00.mp4
F,C,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,,0875-00,['5' '8' '3' '7' '6' '2'],,"How many containers does the person try to cover?
Options: 
A: 5
B: 8
C: 3
D: 7
E: 6
F: 2 
Pick the best suited option.",C,videos/object/0875-00.mp4
E,E,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,,0876-00,['1' '2' '7' '8' '3' '6'],,"How many containers does the person try to cover?
Options: 
A: 1
B: 2
C: 7
D: 8
E: 3
F: 6 
Pick the best suited option.",E,videos/object/0876-00.mp4
D,D,How many containers does the person try to cover?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0877-00,['7' '6' '10' '3' '0' '5'],,"How many containers does the person try to cover?
Options: 
A: 7
B: 6
C: 10
D: 3
E: 0
F: 5 
Pick the best suited option.",D,videos/object/0877-00.mp4
E,D,How many buttons does you see the person buttoning up?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0878-00,['0' '10' '6' '4' '2' '7'],,"How many buttons does you see the person buttoning up?
Options: 
A: 0
B: 10
C: 6
D: 4
E: 2
F: 7 
Pick the best suited option.",D,videos/object/0878-00.mp4
A,D,How many buttons does you see the person successfully buttoning up and correctly aligning the buttons with the holes?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0878-00,['3' '7' '9' '4' '10' '8'],,"How many buttons does you see the person successfully buttoning up and correctly aligning the buttons with the holes?
Options: 
A: 3
B: 7
C: 9
D: 4
E: 10
F: 8 
Pick the best suited option.",D,videos/object/0878-00.mp4
B,E,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,,0879-00,['8' '1' '3' '7' '4' '0'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 8
B: 1
C: 3
D: 7
E: 4
F: 0 
Pick the best suited option.",E,videos/object/0879-00.mp4
E,D,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0879-00,['4' '6' '9' '5' '3' '8'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 4
B: 6
C: 9
D: 5
E: 3
F: 8 
Pick the best suited option.",D,videos/object/0879-00.mp4
D,D,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0879-00,['10' '9' '5' '2' '3' '8'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 10
B: 9
C: 5
D: 2
E: 3
F: 8 
Pick the best suited option.",D,videos/object/0879-00.mp4
B,B,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,,0880-00,['5' '4' '0' '8' '6' '7'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 5
B: 4
C: 0
D: 8
E: 6
F: 7 
Pick the best suited option.",B,videos/object/0880-00.mp4
C,F,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,,0880-00,['2' '10' '1' '3' '8' '5'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 2
B: 10
C: 1
D: 3
E: 8
F: 5 
Pick the best suited option.",F,videos/object/0880-00.mp4
D,D,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0880-00,['9' '3' '5' '2' '8' '4'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 9
B: 3
C: 5
D: 2
E: 8
F: 4 
Pick the best suited option.",D,videos/object/0880-00.mp4
E,D,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0881-00,['9' '0' '10' '6' '5' '4'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 9
B: 0
C: 10
D: 6
E: 5
F: 4 
Pick the best suited option.",D,videos/object/0881-00.mp4
D,A,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,,0881-00,['6' '10' '5' '1' '2' '9'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 6
B: 10
C: 5
D: 1
E: 2
F: 9 
Pick the best suited option.",A,videos/object/0881-00.mp4
D,D,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0881-00,['9' '6' '10' '2' '7' '5'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 9
B: 6
C: 10
D: 2
E: 7
F: 5 
Pick the best suited option.",D,videos/object/0881-00.mp4
C,B,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,,0882-00,['1' '6' '2' '8' '4' '9'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 1
B: 6
C: 2
D: 8
E: 4
F: 9 
Pick the best suited option.",B,videos/object/0882-00.mp4
B,C,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,,0882-00,['9' '1' '4' '0' '10' '6'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 9
B: 1
C: 4
D: 0
E: 10
F: 6 
Pick the best suited option.",C,videos/object/0882-00.mp4
D,D,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0882-00,['5' '3' '9' '2' '10' '1'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 5
B: 3
C: 9
D: 2
E: 10
F: 1 
Pick the best suited option.",D,videos/object/0882-00.mp4
D,D,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0883-00,['10' '0' '7' '2' '5' '1'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 10
B: 0
C: 7
D: 2
E: 5
F: 1 
Pick the best suited option.",D,videos/object/0883-00.mp4
A,D,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0884-00,['2' '10' '3' '5' '1' '0'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 2
B: 10
C: 3
D: 5
E: 1
F: 0 
Pick the best suited option.",D,videos/object/0884-00.mp4
E,E,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,,0884-00,['7' '9' '6' '2' '4' '10'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 7
B: 9
C: 6
D: 2
E: 4
F: 10 
Pick the best suited option.",E,videos/object/0884-00.mp4
B,B,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,,0884-00,['6' '2' '0' '4' '1' '9'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 6
B: 2
C: 0
D: 4
E: 1
F: 9 
Pick the best suited option.",B,videos/object/0884-00.mp4
E,C,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,,0885-00,['5' '10' '6' '4' '1' '8'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 5
B: 10
C: 6
D: 4
E: 1
F: 8 
Pick the best suited option.",C,videos/object/0885-00.mp4
E,F,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,,0885-00,['6' '3' '7' '0' '2' '4'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 6
B: 3
C: 7
D: 0
E: 2
F: 4 
Pick the best suited option.",F,videos/object/0885-00.mp4
E,C,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,,0885-00,['6' '5' '2' '0' '1' '8'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 6
B: 5
C: 2
D: 0
E: 1
F: 8 
Pick the best suited option.",C,videos/object/0885-00.mp4
E,A,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,,0886-00,['6' '9' '8' '2' '4' '5'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 6
B: 9
C: 8
D: 2
E: 4
F: 5 
Pick the best suited option.",A,videos/object/0886-00.mp4
B,F,The person makes sets of repeated actions. How many times does the person repeat the action in the last set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,,0886-00,['9' '1' '4' '7' '0' '6'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the last set?
Options: 
A: 9
B: 1
C: 4
D: 7
E: 0
F: 6 
Pick the best suited option.",F,videos/object/0886-00.mp4
D,D,The person makes sets of repeated actions. How many distinct repeated actions does the person do?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,,0886-00,['10' '4' '0' '2' '9' '3'],,"The person makes sets of repeated actions. How many distinct repeated actions does the person do?
Options: 
A: 10
B: 4
C: 0
D: 2
E: 9
F: 3 
Pick the best suited option.",D,videos/object/0886-00.mp4
B,F,The person makes sets of repeated actions. How many times does the person repeat the action in the first set?,object,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,,0887-00,['5' '1' '4' '3' '7' '6'],,"The person makes sets of repeated actions. How many times does the person repeat the action in the first set?
Options: 
A: 5
B: 1
C: 4
D: 3
E: 7
F: 6 
Pick the best suited option.",F,videos/object/0887-00.mp4
