a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
F,C,What geometric shape did the person trace in the air with their hand?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Chuhan drawing shapes,0617-02,"['Not drawing at all.' 'Diamond.' 'Circle.' 'Triangle.' 'Trapezoid.'
 'Square/rectangle.']",,"What geometric shape did the person trace in the air with their hand?
Options: 
A: Not drawing at all.
B: Diamond.
C: Circle.
D: Triangle.
E: Trapezoid.
F: Square/rectangle. 
Pick the best suited option.",C,videos/human/0617-02.mp4
B,A,What geometric shape did the person trace in the air with their hand?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Chuhan drawing shapes,0618-00,"['Triangle.' 'Circle.' 'Not drawing at all.' 'Trapezoid.' 'Diamond.'
 'Square/rectangle.']",,"What geometric shape did the person trace in the air with their hand?
Options: 
A: Triangle.
B: Circle.
C: Not drawing at all.
D: Trapezoid.
E: Diamond.
F: Square/rectangle. 
Pick the best suited option.",A,videos/human/0618-00.mp4
E,E,What geometric shape did the person trace in the air with their hand?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Chuhan drawing shapes,0618-01,"['Diamond.' 'Square/rectangle.' 'Trapezoid.' 'Circle.' 'Triangle.'
 'Not drawing at all.']",,"What geometric shape did the person trace in the air with their hand?
Options: 
A: Diamond.
B: Square/rectangle.
C: Trapezoid.
D: Circle.
E: Triangle.
F: Not drawing at all. 
Pick the best suited option.",E,videos/human/0618-01.mp4
D,C,What geometric shape did the person trace in the air with their hand?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Chuhan drawing shapes,0618-02,"['Circle.' 'Not drawing at all.' 'Triangle.' 'Square/rectangle.'
 'Diamond.' 'Trapezoid.']",,"What geometric shape did the person trace in the air with their hand?
Options: 
A: Circle.
B: Not drawing at all.
C: Triangle.
D: Square/rectangle.
E: Diamond.
F: Trapezoid. 
Pick the best suited option.",C,videos/human/0618-02.mp4
C,F,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,5,Chuhan drawing shapes,0619-00,"['Trapezoid.' 'Triangle.' 'Circle.' 'Not drawing at all.' 'Diamond.'
 'Square/rectangle.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Trapezoid.
B: Triangle.
C: Circle.
D: Not drawing at all.
E: Diamond.
F: Square/rectangle. 
Pick the best suited option.",F,videos/human/0619-00.mp4
C,B,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Chuhan drawing shapes,0619-01,"['Triangle.' 'Square/rectangle.' 'Circle.' 'Not drawing at all.'
 'Trapezoid.' 'Diamond.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Triangle.
B: Square/rectangle.
C: Circle.
D: Not drawing at all.
E: Trapezoid.
F: Diamond. 
Pick the best suited option.",B,videos/human/0619-01.mp4
C,E,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Chuhan drawing shapes,0619-02,"['Trapezoid.' 'Diamond.' 'Circle.' 'Triangle.' 'Square/rectangle.'
 'Not drawing at all.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Trapezoid.
B: Diamond.
C: Circle.
D: Triangle.
E: Square/rectangle.
F: Not drawing at all. 
Pick the best suited option.",E,videos/human/0619-02.mp4
F,A,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Chuhan drawing shapes,0620-00,"['Triangle.' 'Diamond.' 'Square/rectangle.' 'Not drawing at all.'
 'Trapezoid.' 'Circle.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Triangle.
B: Diamond.
C: Square/rectangle.
D: Not drawing at all.
E: Trapezoid.
F: Circle. 
Pick the best suited option.",A,videos/human/0620-00.mp4
C,B,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Chuhan drawing shapes,0620-01,"['Square/rectangle.' 'Triangle.' 'Circle.' 'Not drawing at all.'
 'Trapezoid.' 'Diamond.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Square/rectangle.
B: Triangle.
C: Circle.
D: Not drawing at all.
E: Trapezoid.
F: Diamond. 
Pick the best suited option.",B,videos/human/0620-01.mp4
C,C,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Chuhan drawing shapes,0621-00,"['Trapezoid.' 'Not drawing at all.' 'Circle.' 'Triangle.' 'Diamond.'
 'Square/rectangle.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Trapezoid.
B: Not drawing at all.
C: Circle.
D: Triangle.
E: Diamond.
F: Square/rectangle. 
Pick the best suited option.",C,videos/human/0621-00.mp4
C,C,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Chuhan drawing shapes,0621-01,"['Trapezoid.' 'Triangle.' 'Circle.' 'Diamond.' 'Square/rectangle.'
 'Not drawing at all.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Trapezoid.
B: Triangle.
C: Circle.
D: Diamond.
E: Square/rectangle.
F: Not drawing at all. 
Pick the best suited option.",C,videos/human/0621-01.mp4
C,C,What was the overall trend in the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Ziyao moving bare hand,0624-00,"['Moving Right.' 'Moving Right then Left' 'Moving Left.'
 'Not moving at all.' 'Moving Left then Right.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Right.
B: Moving Right then Left
C: Moving Left.
D: Not moving at all.
E: Moving Left then Right. 
Pick the best suited option.",C,videos/human/0624-00.mp4
D,E,What was the overall trend in the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao moving bare hand,0624-00,"['Moving Down then Up' 'Moving Up.' 'Moving Down.' 'Not moving at all.'
 'Moving Up then Down.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Down then Up
B: Moving Up.
C: Moving Down.
D: Not moving at all.
E: Moving Up then Down. 
Pick the best suited option.",E,videos/human/0624-00.mp4
E,A,What was the overall trend in the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao moving bare hand,0625-00,"['Moving Left.' 'Moving Left then Right.' 'Moving Right then Left'
 'Not moving at all.' 'Moving Right.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Left.
B: Moving Left then Right.
C: Moving Right then Left
D: Not moving at all.
E: Moving Right. 
Pick the best suited option.",A,videos/human/0625-00.mp4
C,E,What was the overall trend in the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao moving bare hand,0625-00,"['Moving Down.' 'Moving Up then Down.' 'Moving Up.' 'Not moving at all.'
 'Moving Down then Up']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Down.
B: Moving Up then Down.
C: Moving Up.
D: Not moving at all.
E: Moving Down then Up 
Pick the best suited option.",E,videos/human/0625-00.mp4
E,A,What was the overall trend in the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao moving bare hand,0626-00,"['Moving Left.' 'Not moving at all.' 'Moving Left then Right.'
 'Moving Right.' 'Moving Right then Left']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Left.
B: Not moving at all.
C: Moving Left then Right.
D: Moving Right.
E: Moving Right then Left 
Pick the best suited option.",A,videos/human/0626-00.mp4
C,C,What was the overall trend in the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Ziyao moving bare hand,0626-01,"['Moving Left.' 'Moving Right then Left' 'Moving Right.'
 'Moving Left then Right.' 'Not moving at all.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Left.
B: Moving Right then Left
C: Moving Right.
D: Moving Left then Right.
E: Not moving at all. 
Pick the best suited option.",C,videos/human/0626-01.mp4
A,E,What was the overall trend in the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao moving bare hand,0627-00,"['Not moving at all.' 'Moving Down.' 'Moving Down then Up'
 'Moving Up then Down.' 'Moving Up.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Not moving at all.
B: Moving Down.
C: Moving Down then Up
D: Moving Up then Down.
E: Moving Up. 
Pick the best suited option.",E,videos/human/0627-00.mp4
D,B,What was the overall trend in the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao moving bare hand,0628-00,"['Moving Up then Down.' 'Moving Down.' 'Moving Down then Up' 'Moving Up.'
 'Not moving at all.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Moving Up then Down.
B: Moving Down.
C: Moving Down then Up
D: Moving Up.
E: Not moving at all. 
Pick the best suited option.",B,videos/human/0628-00.mp4
A,D,What was the overall trend in the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,3,Ziyao moving hand with controller,0629-00,"['Not moving at all.' 'Moving Down.' 'Moving Down then Up' 'Moving Up.'
 'Moving Up then Down.']",,"What was the overall trend in the person's hand movement?
Options: 
A: Not moving at all.
B: Moving Down.
C: Moving Down then Up
D: Moving Up.
E: Moving Up then Down. 
Pick the best suited option.",D,videos/human/0629-00.mp4
C,E,How would you describe the trend of the hand's motion?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",shape&trend,4,Ziyao moving hand with controller,0629-01,"['Moving Down then Up' 'Not moving at all.' 'Moving Down.'
 'Moving Up then Down.' 'Moving Up.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Down then Up
B: Not moving at all.
C: Moving Down.
D: Moving Up then Down.
E: Moving Up. 
Pick the best suited option.",E,videos/human/0629-01.mp4
C,A,How would you describe the trend of the hand's motion?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao moving hand with controller,0630-00,"['Moving Down.' 'Moving Up then Down.' 'Moving Up.' 'Moving Down then Up'
 'Not moving at all.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Down.
B: Moving Up then Down.
C: Moving Up.
D: Moving Down then Up
E: Not moving at all. 
Pick the best suited option.",A,videos/human/0630-00.mp4
B,A,How would you describe the trend of the hand's motion?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",shape&trend,0,Ziyao moving hand with controller,0630-01,"['Moving Down.' 'Moving Up.' 'Moving Down then Up' 'Not moving at all.'
 'Moving Up then Down.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Down.
B: Moving Up.
C: Moving Down then Up
D: Not moving at all.
E: Moving Up then Down. 
Pick the best suited option.",A,videos/human/0630-01.mp4
A,E,How would you describe the trend of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao moving hand with controller,0631-00,"['Not moving at all.' 'Moving Down.' 'Moving Up.' 'Moving Down then Up'
 'Moving Up then Down.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Not moving at all.
B: Moving Down.
C: Moving Up.
D: Moving Down then Up
E: Moving Up then Down. 
Pick the best suited option.",E,videos/human/0631-00.mp4
E,D,How would you describe the trend of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",shape&trend,3,Ziyao moving hand with controller,0631-01,"['Moving Up.' 'Moving Down then Up' 'Not moving at all.'
 'Moving Up then Down.' 'Moving Down.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Up.
B: Moving Down then Up
C: Not moving at all.
D: Moving Up then Down.
E: Moving Down. 
Pick the best suited option.",D,videos/human/0631-01.mp4
C,B,How would you describe the trend of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao moving hand with controller,0632-00,"['Not moving at all.' 'Moving Down then Up' 'Moving Up.'
 'Moving Up then Down.' 'Moving Down.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Not moving at all.
B: Moving Down then Up
C: Moving Up.
D: Moving Up then Down.
E: Moving Down. 
Pick the best suited option.",B,videos/human/0632-00.mp4
D,C,How would you describe the trend of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",shape&trend,2,Ziyao moving hand with controller,0632-01,"['Moving Down.' 'Not moving at all.' 'Moving Down then Up' 'Moving Up.'
 'Moving Up then Down.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Down.
B: Not moving at all.
C: Moving Down then Up
D: Moving Up.
E: Moving Up then Down. 
Pick the best suited option.",C,videos/human/0632-01.mp4
D,A,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with controller,0649-00,"['Square/rectangle.' 'Not drawing at all.' 'Triangle.' 'Circle.'
 'Diamond.' 'Trapezoid.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Square/rectangle.
B: Not drawing at all.
C: Triangle.
D: Circle.
E: Diamond.
F: Trapezoid. 
Pick the best suited option.",A,videos/human/0649-00.mp4
A,E,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao drawing shapes with controller,0649-01,"['Circle.' 'Not drawing at all.' 'Diamond.' 'Trapezoid.'
 'Square/rectangle.' 'Triangle.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Circle.
B: Not drawing at all.
C: Diamond.
D: Trapezoid.
E: Square/rectangle.
F: Triangle. 
Pick the best suited option.",E,videos/human/0649-01.mp4
D,D,Which figure did the individual outline in space using their hand movements?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,3,Ziyao drawing shapes with controller,0650-00,"['Diamond.' 'Trapezoid.' 'Not drawing at all.' 'Circle.' 'Triangle.'
 'Square/rectangle.']",,"Which figure did the individual outline in space using their hand movements?
Options: 
A: Diamond.
B: Trapezoid.
C: Not drawing at all.
D: Circle.
E: Triangle.
F: Square/rectangle. 
Pick the best suited option.",D,videos/human/0650-00.mp4
E,E,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao drawing shapes with controller,0650-01,"['Square/rectangle.' 'Diamond.' 'Not drawing at all.' 'Trapezoid.'
 'Circle.' 'Triangle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Square/rectangle.
B: Diamond.
C: Not drawing at all.
D: Trapezoid.
E: Circle.
F: Triangle. 
Pick the best suited option.",E,videos/human/0650-01.mp4
F,A,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with controller,0651-00,"['Triangle.' 'Trapezoid.' 'Diamond.' 'Not drawing at all.'
 'Square/rectangle.' 'Circle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Triangle.
B: Trapezoid.
C: Diamond.
D: Not drawing at all.
E: Square/rectangle.
F: Circle. 
Pick the best suited option.",A,videos/human/0651-00.mp4
D,B,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao drawing shapes with controller,0651-01,"['Not drawing at all.' 'Triangle.' 'Diamond.' 'Circle.' 'Trapezoid.'
 'Square/rectangle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Not drawing at all.
B: Triangle.
C: Diamond.
D: Circle.
E: Trapezoid.
F: Square/rectangle. 
Pick the best suited option.",B,videos/human/0651-01.mp4
E,A,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with bare hand,0666-00,"['Triangle.' 'Not drawing at all.' 'Trapezoid.' 'Square/rectangle.'
 'Diamond.' 'Circle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Triangle.
B: Not drawing at all.
C: Trapezoid.
D: Square/rectangle.
E: Diamond.
F: Circle. 
Pick the best suited option.",A,videos/human/0666-00.mp4
E,E,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao drawing shapes with bare hand,0666-01,"['Circle.' 'Not drawing at all.' 'Trapezoid.' 'Diamond.' 'Triangle.'
 'Square/rectangle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Circle.
B: Not drawing at all.
C: Trapezoid.
D: Diamond.
E: Triangle.
F: Square/rectangle. 
Pick the best suited option.",E,videos/human/0666-01.mp4
E,A,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with bare hand,0666-02,"['Triangle.' 'Circle.' 'Not drawing at all.' 'Trapezoid.'
 'Square/rectangle.' 'Diamond.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Triangle.
B: Circle.
C: Not drawing at all.
D: Trapezoid.
E: Square/rectangle.
F: Diamond. 
Pick the best suited option.",A,videos/human/0666-02.mp4
B,B,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao drawing shapes with bare hand,0665-00,"['Not drawing at all.' 'Circle.' 'Trapezoid.' 'Diamond.' 'Triangle.'
 'Square/rectangle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Not drawing at all.
B: Circle.
C: Trapezoid.
D: Diamond.
E: Triangle.
F: Square/rectangle. 
Pick the best suited option.",B,videos/human/0665-00.mp4
F,F,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,5,Ziyao drawing shapes with bare hand,0665-01,"['Square/rectangle.' 'Triangle.' 'Trapezoid.' 'Not drawing at all.'
 'Diamond.' 'Circle.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Square/rectangle.
B: Triangle.
C: Trapezoid.
D: Not drawing at all.
E: Diamond.
F: Circle. 
Pick the best suited option.",F,videos/human/0665-01.mp4
E,C,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Ziyao drawing shapes with bare hand,0665-02,"['Trapezoid.' 'Triangle.' 'Circle.' 'Not drawing at all.'
 'Square/rectangle.' 'Diamond.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Trapezoid.
B: Triangle.
C: Circle.
D: Not drawing at all.
E: Square/rectangle.
F: Diamond. 
Pick the best suited option.",C,videos/human/0665-02.mp4
E,A,What type of shape was depicted by the person's hand motions?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with bare hand,0667-00,"['Square/rectangle.' 'Trapezoid.' 'Circle.' 'Not drawing at all.'
 'Triangle.' 'Diamond.']",,"What type of shape was depicted by the person's hand motions?
Options: 
A: Square/rectangle.
B: Trapezoid.
C: Circle.
D: Not drawing at all.
E: Triangle.
F: Diamond. 
Pick the best suited option.",A,videos/human/0667-00.mp4
C,E,Which geometric pattern did the individual's hand movements describe in the air?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao drawing shapes with bare hand,0667-01,"['Triangle.' 'Not drawing at all.' 'Circle.' 'Trapezoid.'
 'Square/rectangle.' 'Diamond.']",,"Which geometric pattern did the individual's hand movements describe in the air?
Options: 
A: Triangle.
B: Not drawing at all.
C: Circle.
D: Trapezoid.
E: Square/rectangle.
F: Diamond. 
Pick the best suited option.",E,videos/human/0667-01.mp4
F,A,Which geometric pattern did the individual's hand movements describe in the air?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with bare hand,0667-02,"['Square/rectangle.' 'Triangle.' 'Diamond.' 'Not drawing at all.'
 'Trapezoid.' 'Circle.']",,"Which geometric pattern did the individual's hand movements describe in the air?
Options: 
A: Square/rectangle.
B: Triangle.
C: Diamond.
D: Not drawing at all.
E: Trapezoid.
F: Circle. 
Pick the best suited option.",A,videos/human/0667-02.mp4
E,A,Which geometric pattern did the individual's hand movements describe in the air?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao drawing shapes with bare hand,0668-00,"['Infinity-shape.' 'Diamond.' 'Triangle.' 'Trapezoid.'
 'Not drawing at all.' 'Circle.']",,"Which geometric pattern did the individual's hand movements describe in the air?
Options: 
A: Infinity-shape.
B: Diamond.
C: Triangle.
D: Trapezoid.
E: Not drawing at all.
F: Circle. 
Pick the best suited option.",A,videos/human/0668-00.mp4
B,C,Which geometric pattern did the individual's hand movements describe in the air?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Ziyao drawing shapes with bare hand,0669-00,"['Circle.' 'Triangle.' 'Eight-shape.' 'Trapezoid.' 'Diamond.'
 'Not drawing at all.']",,"Which geometric pattern did the individual's hand movements describe in the air?
Options: 
A: Circle.
B: Triangle.
C: Eight-shape.
D: Trapezoid.
E: Diamond.
F: Not drawing at all. 
Pick the best suited option.",C,videos/human/0669-00.mp4
E,A,How would you describe the trend of the hand's motion?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao moving bare hand,0670-00,"['Moving Right.' 'Moving Right then Left' 'Moving Left.'
 'Not moving at all.' 'Moving Left then Right.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Right.
B: Moving Right then Left
C: Moving Left.
D: Not moving at all.
E: Moving Left then Right. 
Pick the best suited option.",A,videos/human/0670-00.mp4
C,A,How would you describe the trend of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao moving bare hand,0671-00,"['Moving Up then Down.' 'Not moving at all.' 'Moving Up.' 'Moving Down.'
 'Moving Down then Up']",,"How would you describe the trend of the hand's motion?
Options: 
A: Moving Up then Down.
B: Not moving at all.
C: Moving Up.
D: Moving Down.
E: Moving Down then Up 
Pick the best suited option.",A,videos/human/0671-00.mp4
E,E,How would you describe the trend of the hand's motion?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,4,Ziyao moving bare hand,0671-00,"['Not moving at all.' 'Moving Left then Right.' 'Moving Right.'
 'Moving Right then Left' 'Moving Left.']",,"How would you describe the trend of the hand's motion?
Options: 
A: Not moving at all.
B: Moving Left then Right.
C: Moving Right.
D: Moving Right then Left
E: Moving Left. 
Pick the best suited option.",E,videos/human/0671-00.mp4
C,B,What was the general trend observed in the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao moving bare hand,0672-00,"['Not moving at all.' 'Moving Up then Down.' 'Moving Up.' 'Moving Down.'
 'Moving Down then Up']",,"What was the general trend observed in the hand's movement?
Options: 
A: Not moving at all.
B: Moving Up then Down.
C: Moving Up.
D: Moving Down.
E: Moving Down then Up 
Pick the best suited option.",B,videos/human/0672-00.mp4
D,C,What was the general trend observed in the hand's movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,2,Ziyao moving bare hand,0672-00,"['Moving Left.' 'Moving Right then Left' 'Moving Right.'
 'Moving Left then Right.' 'Not moving at all.']",,"What was the general trend observed in the hand's movement?
Options: 
A: Moving Left.
B: Moving Right then Left
C: Moving Right.
D: Moving Left then Right.
E: Not moving at all. 
Pick the best suited option.",C,videos/human/0672-00.mp4
C,B,What was the general trend observed in the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao moving bare hand,0673-00,"['Moving Up.' 'Moving Down then Up' 'Not moving at all.'
 'Moving Up then Down.' 'Moving Down.']",,"What was the general trend observed in the hand's movement?
Options: 
A: Moving Up.
B: Moving Down then Up
C: Not moving at all.
D: Moving Up then Down.
E: Moving Down. 
Pick the best suited option.",B,videos/human/0673-00.mp4
D,D,What was the general trend observed in the hand's movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,3,Ziyao moving bare hand,0673-00,"['Moving Left then Right.' 'Moving Right.' 'Not moving at all.'
 'Moving Left.' 'Moving Right then Left']",,"What was the general trend observed in the hand's movement?
Options: 
A: Moving Left then Right.
B: Moving Right.
C: Not moving at all.
D: Moving Left.
E: Moving Right then Left 
Pick the best suited option.",D,videos/human/0673-00.mp4
E,B,What was the general trend observed in the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao moving bare hand,0674-00,"['Not moving at all.' 'Moving Down then Up' 'Moving Down.'
 'Moving Up then Down.' 'Moving Up.']",,"What was the general trend observed in the hand's movement?
Options: 
A: Not moving at all.
B: Moving Down then Up
C: Moving Down.
D: Moving Up then Down.
E: Moving Up. 
Pick the best suited option.",B,videos/human/0674-00.mp4
E,B,What was the general trend observed in the hand's movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,1,Ziyao moving bare hand,0674-00,"['Moving Right then Left' 'Moving Left.' 'Not moving at all.'
 'Moving Left then Right.' 'Moving Right.']",,"What was the general trend observed in the hand's movement?
Options: 
A: Moving Right then Left
B: Moving Left.
C: Not moving at all.
D: Moving Left then Right.
E: Moving Right. 
Pick the best suited option.",B,videos/human/0674-00.mp4
C,A,What was the general trend observed in the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,0,Ziyao moving bare hand,0675-00,"['Moving Up then Down.' 'Moving Down then Up' 'Moving Down.' 'Moving Up.'
 'Not moving at all.']",,"What was the general trend observed in the hand's movement?
Options: 
A: Moving Up then Down.
B: Moving Down then Up
C: Moving Down.
D: Moving Up.
E: Not moving at all. 
Pick the best suited option.",A,videos/human/0675-00.mp4
E,D,What was the general trend observed in the hand's movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",shape&trend,3,Ziyao moving bare hand,0675-00,"['Moving Right then Left' 'Not moving at all.' 'Moving Right.'
 'Moving Left.' 'Moving Left then Right.']",,"What was the general trend observed in the hand's movement?
Options: 
A: Moving Right then Left
B: Not moving at all.
C: Moving Right.
D: Moving Left.
E: Moving Left then Right. 
Pick the best suited option.",D,videos/human/0675-00.mp4
