a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
D,E,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Eason moving bare hand,0585-00,"['Downwards then rightwards.' 'Upwards then leftwards.'
 'Upwards then rightwards.' 'Leftwards then downwards.'
 'Rightwards then rightwards.' 'Downwards then leftwards.']",,"How did the hand's position change directionally?
Options: 
A: Downwards then rightwards.
B: Upwards then leftwards.
C: Upwards then rightwards.
D: Leftwards then downwards.
E: Rightwards then rightwards.
F: Downwards then leftwards. 
Pick the best suited option.",E,videos/human/0585-00.mp4
D,E,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving bare hand,0585-01,"['Upwards then rightwards.' 'Leftwards then downwards.'
 'Downwards then leftwards.' 'Upwards then leftwards.'
 'Rightwards then rightwards.' 'Downwards then rightwards.']",,"How did the hand's position change directionally?
Options: 
A: Upwards then rightwards.
B: Leftwards then downwards.
C: Downwards then leftwards.
D: Upwards then leftwards.
E: Rightwards then rightwards.
F: Downwards then rightwards. 
Pick the best suited option.",E,videos/human/0585-01.mp4
C,C,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Eason moving bare hand,0586-00,"['Leftwards then upwards.' 'Downwards then upwards'
 'Rightwards then upwards.' 'Upwards then downwards.'
 'Rightwards then downwards.' 'Leftwards then rightwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Leftwards then upwards.
B: Downwards then upwards
C: Rightwards then upwards.
D: Upwards then downwards.
E: Rightwards then downwards.
F: Leftwards then rightwards. 
Pick the best suited option.",C,videos/human/0586-00.mp4
E,B,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Eason moving bare hand,0586-01,"['Leftwards then rightwards.' 'Rightwards then upwards.'
 'Upwards then downwards.' 'Downwards then upwards'
 'Leftwards then upwards.' 'Rightwards then downwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Leftwards then rightwards.
B: Rightwards then upwards.
C: Upwards then downwards.
D: Downwards then upwards
E: Leftwards then upwards.
F: Rightwards then downwards. 
Pick the best suited option.",B,videos/human/0586-01.mp4
E,C,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Eason moving bare hand,0587-00,"['Leftwards then downwards.' 'Downwards then leftwards.'
 'Rightwards then leftwards.' 'Upwards then rightwards.'
 'Upwards then leftwards.' 'Downwards then rightwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Leftwards then downwards.
B: Downwards then leftwards.
C: Rightwards then leftwards.
D: Upwards then rightwards.
E: Upwards then leftwards.
F: Downwards then rightwards. 
Pick the best suited option.",C,videos/human/0587-00.mp4
E,F,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Eason moving bare hand,0587-01,"['Downwards then rightwards.' 'Leftwards then downwards.'
 'Upwards then leftwards.' 'Upwards then rightwards.'
 'Downwards then leftwards.' 'Rightwards then leftwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Downwards then rightwards.
B: Leftwards then downwards.
C: Upwards then leftwards.
D: Upwards then rightwards.
E: Downwards then leftwards.
F: Rightwards then leftwards. 
Pick the best suited option.",F,videos/human/0587-01.mp4
B,F,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,5,Eason moving bare hand,0588-00,"['Leftwards then rightwards.' 'Leftwards then upwards.'
 'Upwards then downwards.' 'Rightwards then upwards.'
 'Downwards then upwards' 'Rightwards then downwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Leftwards then rightwards.
B: Leftwards then upwards.
C: Upwards then downwards.
D: Rightwards then upwards.
E: Downwards then upwards
F: Rightwards then downwards. 
Pick the best suited option.",F,videos/human/0588-00.mp4
E,D,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving bare hand,0588-01,"['Upwards then downwards.' 'Leftwards then upwards.'
 'Downwards then upwards' 'Rightwards then downwards.'
 'Rightwards then upwards.' 'Leftwards then rightwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Upwards then downwards.
B: Leftwards then upwards.
C: Downwards then upwards
D: Rightwards then downwards.
E: Rightwards then upwards.
F: Leftwards then rightwards. 
Pick the best suited option.",D,videos/human/0588-01.mp4
D,C,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Eason moving bare hand,0589-00,"['Rightwards then downwards.' 'Leftwards then upwards.'
 'Downwards then downwards.' 'Rightwards then upwards.'
 'Upwards then downwards.' 'Leftwards then rightwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Rightwards then downwards.
B: Leftwards then upwards.
C: Downwards then downwards.
D: Rightwards then upwards.
E: Upwards then downwards.
F: Leftwards then rightwards. 
Pick the best suited option.",C,videos/human/0589-00.mp4
C,D,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving bare hand,0589-01,"['Leftwards then rightwards.' 'Rightwards then upwards.'
 'Leftwards then upwards.' 'Downwards then downwards.'
 'Upwards then downwards.' 'Rightwards then downwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Leftwards then rightwards.
B: Rightwards then upwards.
C: Leftwards then upwards.
D: Downwards then downwards.
E: Upwards then downwards.
F: Rightwards then downwards. 
Pick the best suited option.",D,videos/human/0589-01.mp4
C,B,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Eason moving bare hand,0590-00,"['Rightwards then leftwards.' 'Downwards then leftwards.'
 'Upwards then rightwards.' 'Leftwards then downwards.'
 'Downwards then rightwards.' 'Upwards then leftwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Rightwards then leftwards.
B: Downwards then leftwards.
C: Upwards then rightwards.
D: Leftwards then downwards.
E: Downwards then rightwards.
F: Upwards then leftwards. 
Pick the best suited option.",B,videos/human/0590-00.mp4
E,E,What was the directional sequence of the hand's motion?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving bare hand,0590-01,"['Leftwards then downwards.' 'Downwards then rightwards.'
 'Upwards then leftwards.' 'Rightwards then leftwards.'
 'Downwards then leftwards.' 'Upwards then rightwards.']",,"What was the directional sequence of the hand's motion?
Options: 
A: Leftwards then downwards.
B: Downwards then rightwards.
C: Upwards then leftwards.
D: Rightwards then leftwards.
E: Downwards then leftwards.
F: Upwards then rightwards. 
Pick the best suited option.",E,videos/human/0590-01.mp4
B,E,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Eason moving bare hand,0591-00,"['Leftwards then rightwards.' 'Leftwards then upwards.'
 'Upwards then downwards.' 'Rightwards then downwards.'
 'Downwards then upwards' 'Rightwards then upwards.']",,"How did the hand's position change directionally?
Options: 
A: Leftwards then rightwards.
B: Leftwards then upwards.
C: Upwards then downwards.
D: Rightwards then downwards.
E: Downwards then upwards
F: Rightwards then upwards. 
Pick the best suited option.",E,videos/human/0591-00.mp4
F,E,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving bare hand,0591-01,"['Rightwards then upwards.' 'Rightwards then downwards.'
 'Upwards then downwards.' 'Leftwards then rightwards.'
 'Downwards then upwards' 'Leftwards then upwards.']",,"How did the hand's position change directionally?
Options: 
A: Rightwards then upwards.
B: Rightwards then downwards.
C: Upwards then downwards.
D: Leftwards then rightwards.
E: Downwards then upwards
F: Leftwards then upwards. 
Pick the best suited option.",E,videos/human/0591-01.mp4
B,D,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Eason moving bare hand,0592-00,"['Upwards then leftwards.' 'Upwards then rightwards.'
 'Downwards then leftwards.' 'Downwards then rightwards.'
 'Leftwards then downwards.' 'Rightwards then leftwards.']",,"How did the hand's position change directionally?
Options: 
A: Upwards then leftwards.
B: Upwards then rightwards.
C: Downwards then leftwards.
D: Downwards then rightwards.
E: Leftwards then downwards.
F: Rightwards then leftwards. 
Pick the best suited option.",D,videos/human/0592-00.mp4
F,E,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving bare hand,0592-01,"['Leftwards then downwards.' 'Upwards then rightwards.'
 'Rightwards then leftwards.' 'Upwards then leftwards.'
 'Downwards then rightwards.' 'Downwards then leftwards.']",,"How did the hand's position change directionally?
Options: 
A: Leftwards then downwards.
B: Upwards then rightwards.
C: Rightwards then leftwards.
D: Upwards then leftwards.
E: Downwards then rightwards.
F: Downwards then leftwards. 
Pick the best suited option.",E,videos/human/0592-01.mp4
B,E,What instruction did the person give to the camera?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Eason moving bare hand,0593-00,"['Move to the left.' 'Stay still.' 'Move to the right.' 'Move further.'
 'Move closer.']",,"What instruction did the person give to the camera?
Options: 
A: Move to the left.
B: Stay still.
C: Move to the right.
D: Move further.
E: Move closer. 
Pick the best suited option.",E,videos/human/0593-00.mp4
C,D,What instruction did the person give to the camera?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving bare hand,0593-01,"['Move further.' 'Move to the right.' 'Stay still.' 'Move closer.'
 'Move to the left.']",,"What instruction did the person give to the camera?
Options: 
A: Move further.
B: Move to the right.
C: Stay still.
D: Move closer.
E: Move to the left. 
Pick the best suited option.",D,videos/human/0593-01.mp4
C,E,What instruction did the person give to the camera?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Eason moving bare hand,0594-00,"['Move to the right.' 'Move closer.' 'Stay still.' 'Move to the left.'
 'Move further.']",,"What instruction did the person give to the camera?
Options: 
A: Move to the right.
B: Move closer.
C: Stay still.
D: Move to the left.
E: Move further. 
Pick the best suited option.",E,videos/human/0594-00.mp4
C,A,What instruction did the person give to the camera?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,0,Eason moving bare hand,0594-01,"['Move further.' 'Move closer.' 'Stay still.' 'Move to the right.'
 'Move to the left.']",,"What instruction did the person give to the camera?
Options: 
A: Move further.
B: Move closer.
C: Stay still.
D: Move to the right.
E: Move to the left. 
Pick the best suited option.",A,videos/human/0594-01.mp4
B,B,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Chuhan moving bare hand,0599-00,"['Upwards then rightwards.' 'Upwards then leftwards.'
 'Downwards then rightwards.' 'Downwards then leftwards.'
 'Rightwards then leftwards.' 'Leftwards then downwards.']",,"How did the hand's position change directionally?
Options: 
A: Upwards then rightwards.
B: Upwards then leftwards.
C: Downwards then rightwards.
D: Downwards then leftwards.
E: Rightwards then leftwards.
F: Leftwards then downwards. 
Pick the best suited option.",B,videos/human/0599-00.mp4
F,F,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Chuhan moving bare hand,0599-01,"['Upwards then rightwards.' 'Downwards then leftwards.'
 'Rightwards then leftwards.' 'Leftwards then downwards.'
 'Downwards then rightwards.' 'Upwards then leftwards.']",,"How did the hand's position change directionally?
Options: 
A: Upwards then rightwards.
B: Downwards then leftwards.
C: Rightwards then leftwards.
D: Leftwards then downwards.
E: Downwards then rightwards.
F: Upwards then leftwards. 
Pick the best suited option.",F,videos/human/0599-01.mp4
F,E,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Chuhan moving bare hand,0600-00,"['Upwards then downwards.' 'Downwards then upwards'
 'Rightwards then upwards.' 'Rightwards then downwards.'
 'Leftwards then rightwards.' 'Leftwards then upwards.']",,"How did the hand's position change directionally?
Options: 
A: Upwards then downwards.
B: Downwards then upwards
C: Rightwards then upwards.
D: Rightwards then downwards.
E: Leftwards then rightwards.
F: Leftwards then upwards. 
Pick the best suited option.",E,videos/human/0600-00.mp4
B,B,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Chuhan moving bare hand,0600-01,"['Leftwards then upwards.' 'Leftwards then rightwards.'
 'Downwards then upwards' 'Rightwards then upwards.'
 'Upwards then downwards.' 'Rightwards then downwards.']",,"How did the hand's position change directionally?
Options: 
A: Leftwards then upwards.
B: Leftwards then rightwards.
C: Downwards then upwards
D: Rightwards then upwards.
E: Upwards then downwards.
F: Rightwards then downwards. 
Pick the best suited option.",B,videos/human/0600-01.mp4
D,C,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Chuhan moving bare hand,0601-00,"['Leftwards then downwards.' 'Upwards then leftwards.'
 'Downwards then rightwards.' 'Downwards then leftwards.'
 'Upwards then rightwards.' 'Rightwards then leftwards.']",,"How did the hand's position change directionally?
Options: 
A: Leftwards then downwards.
B: Upwards then leftwards.
C: Downwards then rightwards.
D: Downwards then leftwards.
E: Upwards then rightwards.
F: Rightwards then leftwards. 
Pick the best suited option.",C,videos/human/0601-00.mp4
F,D,How did the hand's position change directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Chuhan moving bare hand,0601-01,"['Upwards then leftwards.' 'Upwards then rightwards.'
 'Rightwards then leftwards.' 'Downwards then rightwards.'
 'Leftwards then downwards.' 'Downwards then leftwards.']",,"How did the hand's position change directionally?
Options: 
A: Upwards then leftwards.
B: Upwards then rightwards.
C: Rightwards then leftwards.
D: Downwards then rightwards.
E: Leftwards then downwards.
F: Downwards then leftwards. 
Pick the best suited option.",D,videos/human/0601-01.mp4
C,A,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,0,Chuhan moving bare hand,0602-00,"['Downwards then leftwards.' 'Upwards then leftwards.'
 'Rightwards then leftwards.' 'Leftwards then downwards.'
 'Downwards then rightwards.' 'Upwards then rightwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Downwards then leftwards.
B: Upwards then leftwards.
C: Rightwards then leftwards.
D: Leftwards then downwards.
E: Downwards then rightwards.
F: Upwards then rightwards. 
Pick the best suited option.",A,videos/human/0602-00.mp4
C,E,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Chuhan moving bare hand,0602-01,"['Downwards then rightwards.' 'Rightwards then leftwards.'
 'Leftwards then downwards.' 'Upwards then rightwards.'
 'Downwards then leftwards.' 'Upwards then leftwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Downwards then rightwards.
B: Rightwards then leftwards.
C: Leftwards then downwards.
D: Upwards then rightwards.
E: Downwards then leftwards.
F: Upwards then leftwards. 
Pick the best suited option.",E,videos/human/0602-01.mp4
C,C,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Chuhan moving bare hand,0603-00,"['Upwards then downwards.' 'Leftwards then rightwards.'
 'Leftwards then upwards.' 'Rightwards then upwards.'
 'Rightwards then downwards.' 'Downwards then upwards']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Upwards then downwards.
B: Leftwards then rightwards.
C: Leftwards then upwards.
D: Rightwards then upwards.
E: Rightwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",C,videos/human/0603-00.mp4
F,F,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Chuhan moving bare hand,0603-01,"['Rightwards then downwards.' 'Rightwards then upwards.'
 'Upwards then downwards.' 'Leftwards then rightwards.'
 'Downwards then upwards' 'Leftwards then upwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Rightwards then downwards.
B: Rightwards then upwards.
C: Upwards then downwards.
D: Leftwards then rightwards.
E: Downwards then upwards
F: Leftwards then upwards. 
Pick the best suited option.",F,videos/human/0603-01.mp4
F,A,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,0,Chuhan moving bare hand,0604-00,"['Rightwards then upwards.' 'Upwards then downwards.'
 'Downwards then upwards' 'Rightwards then downwards.'
 'Leftwards then rightwards.' 'Leftwards then upwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Rightwards then upwards.
B: Upwards then downwards.
C: Downwards then upwards
D: Rightwards then downwards.
E: Leftwards then rightwards.
F: Leftwards then upwards. 
Pick the best suited option.",A,videos/human/0604-00.mp4
C,F,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Chuhan moving bare hand,0604-01,"['Downwards then upwards' 'Leftwards then rightwards.'
 'Leftwards then upwards.' 'Rightwards then downwards.'
 'Upwards then downwards.' 'Rightwards then upwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Downwards then upwards
B: Leftwards then rightwards.
C: Leftwards then upwards.
D: Rightwards then downwards.
E: Upwards then downwards.
F: Rightwards then upwards. 
Pick the best suited option.",F,videos/human/0604-01.mp4
C,B,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Chuhan moving bare hand,0605-00,"['Rightwards then upwards.' 'Leftwards then leftwards.'
 'Leftwards then rightwards.' 'Rightwards then downwards.'
 'Upwards then downwards.' 'Downwards then upwards']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Rightwards then upwards.
B: Leftwards then leftwards.
C: Leftwards then rightwards.
D: Rightwards then downwards.
E: Upwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",B,videos/human/0605-00.mp4
E,C,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Chuhan moving bare hand,0605-01,"['Leftwards then rightwards.' 'Rightwards then downwards.'
 'Leftwards then leftwards.' 'Downwards then upwards'
 'Rightwards then upwards.' 'Upwards then downwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Leftwards then rightwards.
B: Rightwards then downwards.
C: Leftwards then leftwards.
D: Downwards then upwards
E: Rightwards then upwards.
F: Upwards then downwards. 
Pick the best suited option.",C,videos/human/0605-01.mp4
B,F,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,5,Chuhan moving bare hand,0606-00,"['Rightwards then leftwards.' 'Upwards then rightwards.'
 'Upwards then leftwards.' 'Downwards then leftwards.'
 'Downwards then rightwards.' 'Leftwards then downwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Rightwards then leftwards.
B: Upwards then rightwards.
C: Upwards then leftwards.
D: Downwards then leftwards.
E: Downwards then rightwards.
F: Leftwards then downwards. 
Pick the best suited option.",F,videos/human/0606-00.mp4
A,E,What was the sequential direction of the hand's trajectory?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Chuhan moving bare hand,0606-01,"['Upwards then rightwards.' 'Rightwards then leftwards.'
 'Downwards then leftwards.' 'Upwards then leftwards.'
 'Leftwards then downwards.' 'Downwards then rightwards.']",,"What was the sequential direction of the hand's trajectory?
Options: 
A: Upwards then rightwards.
B: Rightwards then leftwards.
C: Downwards then leftwards.
D: Upwards then leftwards.
E: Leftwards then downwards.
F: Downwards then rightwards. 
Pick the best suited option.",E,videos/human/0606-01.mp4
E,D,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Chuhan moving bare hand,0607-00,"['Upwards then leftwards.' 'Rightwards then leftwards.'
 'Leftwards then downwards.' 'Downwards then rightwards.'
 'Downwards then leftwards.' 'Upwards then rightwards.']",,"How did the hand traverse directionally?
Options: 
A: Upwards then leftwards.
B: Rightwards then leftwards.
C: Leftwards then downwards.
D: Downwards then rightwards.
E: Downwards then leftwards.
F: Upwards then rightwards. 
Pick the best suited option.",D,videos/human/0607-00.mp4
B,B,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Chuhan moving bare hand,0607-01,"['Downwards then leftwards.' 'Downwards then rightwards.'
 'Upwards then leftwards.' 'Rightwards then leftwards.'
 'Upwards then rightwards.' 'Leftwards then downwards.']",,"How did the hand traverse directionally?
Options: 
A: Downwards then leftwards.
B: Downwards then rightwards.
C: Upwards then leftwards.
D: Rightwards then leftwards.
E: Upwards then rightwards.
F: Leftwards then downwards. 
Pick the best suited option.",B,videos/human/0607-01.mp4
F,B,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Chuhan moving bare hand,0608-00,"['Leftwards then upwards.' 'Rightwards then upwards.'
 'Upwards then downwards.' 'Rightwards then downwards.'
 'Downwards then upwards' 'Leftwards then rightwards.']",,"How did the hand traverse directionally?
Options: 
A: Leftwards then upwards.
B: Rightwards then upwards.
C: Upwards then downwards.
D: Rightwards then downwards.
E: Downwards then upwards
F: Leftwards then rightwards. 
Pick the best suited option.",B,videos/human/0608-00.mp4
A,C,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Chuhan moving bare hand,0608-01,"['Leftwards then rightwards.' 'Leftwards then upwards.'
 'Rightwards then upwards.' 'Rightwards then downwards.'
 'Upwards then downwards.' 'Downwards then upwards']",,"How did the hand traverse directionally?
Options: 
A: Leftwards then rightwards.
B: Leftwards then upwards.
C: Rightwards then upwards.
D: Rightwards then downwards.
E: Upwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",C,videos/human/0608-01.mp4
E,B,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Chuhan moving bare hand,0609-00,"['Leftwards then rightwards.' 'Rightwards then rightwards.'
 'Downwards then upwards' 'Upwards then downwards.'
 'Leftwards then upwards.' 'Rightwards then downwards.']",,"How did the hand traverse directionally?
Options: 
A: Leftwards then rightwards.
B: Rightwards then rightwards.
C: Downwards then upwards
D: Upwards then downwards.
E: Leftwards then upwards.
F: Rightwards then downwards. 
Pick the best suited option.",B,videos/human/0609-00.mp4
D,E,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Chuhan moving bare hand,0609-01,"['Leftwards then rightwards.' 'Upwards then downwards.'
 'Rightwards then downwards.' 'Leftwards then upwards.'
 'Rightwards then rightwards.' 'Downwards then upwards']",,"How did the hand traverse directionally?
Options: 
A: Leftwards then rightwards.
B: Upwards then downwards.
C: Rightwards then downwards.
D: Leftwards then upwards.
E: Rightwards then rightwards.
F: Downwards then upwards 
Pick the best suited option.",E,videos/human/0609-01.mp4
D,D,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Chuhan moving bare hand,0610-00,"['Rightwards then downwards.' 'Downwards then upwards'
 'Leftwards then upwards.' 'Rightwards then upwards.'
 'Upwards then upwards.' 'Leftwards then rightwards.']",,"How did the hand traverse directionally?
Options: 
A: Rightwards then downwards.
B: Downwards then upwards
C: Leftwards then upwards.
D: Rightwards then upwards.
E: Upwards then upwards.
F: Leftwards then rightwards. 
Pick the best suited option.",D,videos/human/0610-00.mp4
C,A,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,0,Chuhan moving bare hand,0610-01,"['Rightwards then upwards.' 'Leftwards then upwards.'
 'Leftwards then rightwards.' 'Upwards then upwards.'
 'Rightwards then downwards.' 'Downwards then upwards']",,"How did the hand traverse directionally?
Options: 
A: Rightwards then upwards.
B: Leftwards then upwards.
C: Leftwards then rightwards.
D: Upwards then upwards.
E: Rightwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",A,videos/human/0610-01.mp4
D,F,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,5,Chuhan moving bare hand,0611-00,"['Leftwards then rightwards.' 'Downwards then upwards'
 'Upwards then downwards.' 'Leftwards then upwards.'
 'Rightwards then upwards.' 'Rightwards then rightwards.']",,"How did the hand traverse directionally?
Options: 
A: Leftwards then rightwards.
B: Downwards then upwards
C: Upwards then downwards.
D: Leftwards then upwards.
E: Rightwards then upwards.
F: Rightwards then rightwards. 
Pick the best suited option.",F,videos/human/0611-00.mp4
B,C,How did the hand traverse directionally?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Chuhan moving bare hand,0611-01,"['Leftwards then rightwards.' 'Leftwards then upwards.'
 'Rightwards then rightwards.' 'Rightwards then upwards.'
 'Upwards then downwards.' 'Downwards then upwards']",,"How did the hand traverse directionally?
Options: 
A: Leftwards then rightwards.
B: Leftwards then upwards.
C: Rightwards then rightwards.
D: Rightwards then upwards.
E: Upwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",C,videos/human/0611-01.mp4
C,E,What directional pattern emerged from the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Chuhan moving bare hand,0612-00,"['Downwards then leftwards.' 'Upwards then leftwards.'
 'Upwards then rightwards.' 'Rightwards then leftwards.'
 'Leftwards then downwards.' 'Downwards then rightwards.']",,"What directional pattern emerged from the hand's movement?
Options: 
A: Downwards then leftwards.
B: Upwards then leftwards.
C: Upwards then rightwards.
D: Rightwards then leftwards.
E: Leftwards then downwards.
F: Downwards then rightwards. 
Pick the best suited option.",E,videos/human/0612-00.mp4
F,F,What directional pattern emerged from the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Chuhan moving bare hand,0612-01,"['Upwards then rightwards.' 'Upwards then leftwards.'
 'Rightwards then leftwards.' 'Downwards then leftwards.'
 'Downwards then rightwards.' 'Leftwards then downwards.']",,"What directional pattern emerged from the hand's movement?
Options: 
A: Upwards then rightwards.
B: Upwards then leftwards.
C: Rightwards then leftwards.
D: Downwards then leftwards.
E: Downwards then rightwards.
F: Leftwards then downwards. 
Pick the best suited option.",F,videos/human/0612-01.mp4
C,E,What directional pattern emerged from the hand's movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Chuhan moving bare hand,0613-00,"['Leftwards then upwards.' 'Upwards then downwards.'
 'Leftwards then rightwards.' 'Downwards then upwards'
 'Rightwards then upwards.' 'Rightwards then downwards.']",,"What directional pattern emerged from the hand's movement?
Options: 
A: Leftwards then upwards.
B: Upwards then downwards.
C: Leftwards then rightwards.
D: Downwards then upwards
E: Rightwards then upwards.
F: Rightwards then downwards. 
Pick the best suited option.",E,videos/human/0613-00.mp4
