a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
C,C,What is the pattern of the pingpong's speed on the plate?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,physics;rotation;ball,0255-05,['Not moving at all.' 'Decelerating.' 'Accelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=ApO6V_oetVI,"What is the pattern of the pingpong's speed on the plate?
Options: 
A: Not moving at all.
B: Decelerating.
C: Accelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/object/0255-05.mp4
C,C,What is the pattern of the iron ball's speed on the plate?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,physics;rotation;ball,0255-06,['Accelerating.' 'Not moving at all.' 'Decelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=ApO6V_oetVI,"What is the pattern of the iron ball's speed on the plate?
Options: 
A: Accelerating.
B: Not moving at all.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/object/0255-06.mp4
D,D,What is the pattern of the iron ball's speed on the plate?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,physics;rotation;ball,0255-07,['Decelerating.' 'Constant speed.' 'Not moving at all.' 'Accelerating.'],https://www.youtube.com/watch?v=ApO6V_oetVI,"What is the pattern of the iron ball's speed on the plate?
Options: 
A: Decelerating.
B: Constant speed.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",D,videos/object/0255-07.mp4
B,C,What is the pattern of the ball's speed?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,physics;linear;ball,0538-00,['Not moving at all.' 'Constant speed.' 'Accelerating.' 'Decelerating.'],https://www.youtube.com/watch?v=kjSGJ0FPQIY,"What is the pattern of the ball's speed?
Options: 
A: Not moving at all.
B: Constant speed.
C: Accelerating.
D: Decelerating. 
Pick the best suited option.",C,videos/object/0538-00.mp4
B,A,What is the pattern of the ball's speed?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,physics;linear;ball,0538-01,['Decelerating.' 'Accelerating.' 'Constant speed.' 'Not moving at all.'],https://www.youtube.com/watch?v=kjSGJ0FPQIY,"What is the pattern of the ball's speed?
Options: 
A: Decelerating.
B: Accelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",A,videos/object/0538-01.mp4
D,B,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,linear;train,0540-00,['Constant speed.' 'Decelerating.' 'Not moving at all.' 'Accelerating.'],https://www.youtube.com/watch?v=MetKW3lADr0,"What is the pattern of the train's speed?
Options: 
A: Constant speed.
B: Decelerating.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",B,videos/object/0540-00.mp4
C,B,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,linear;train,0528-01,['Not moving at all.' 'Accelerating.' 'Decelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=MetKW3lADr0,"What is the pattern of the train's speed?
Options: 
A: Not moving at all.
B: Accelerating.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",B,videos/object/0528-01.mp4
A,C,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,linear;train,0540-01,['Decelerating.' 'Not moving at all.' 'Accelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=MetKW3lADr0,"What is the pattern of the train's speed?
Options: 
A: Decelerating.
B: Not moving at all.
C: Accelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/object/0540-01.mp4
C,C,What is the pattern of the plane's speed on the runway?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,2,linear;airplane,0543-00,['Decelerating.' 'Not moving at all.' 'Accelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=h32rdmt6ySw,"What is the pattern of the plane's speed on the runway?
Options: 
A: Decelerating.
B: Not moving at all.
C: Accelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/object/0543-00.mp4
D,D,What is the pattern of the plane's speed on the runway?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 1, 'zoom': 0}",velocity&frequency,3,linear;airplane,0543-01,['Accelerating.' 'Not moving at all.' 'Constant speed.' 'Decelerating.'],https://www.youtube.com/watch?v=h32rdmt6ySw,"What is the pattern of the plane's speed on the runway?
Options: 
A: Accelerating.
B: Not moving at all.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",D,videos/object/0543-01.mp4
D,B,What is the pattern of the object's speed in the video?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,water cup;linear,0545-00,['Constant speed.' 'Accelerating.' 'Not moving at all.' 'Decelerating.'],https://www.youtube.com/watch?v=vpQQJTyiokE,"What is the pattern of the object's speed in the video?
Options: 
A: Constant speed.
B: Accelerating.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",B,videos/object/0545-00.mp4
C,C,What is the pattern of the object's speed in the video?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,water cup;linear,0545-01,['Not moving at all.' 'Constant speed.' 'Decelerating.' 'Accelerating.'],https://www.youtube.com/watch?v=vpQQJTyiokE,"What is the pattern of the object's speed in the video?
Options: 
A: Not moving at all.
B: Constant speed.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",C,videos/object/0545-01.mp4
D,C,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,linear;train,0547-00,['Constant speed.' 'Not moving at all.' 'Decelerating.' 'Accelerating.'],,"What is the pattern of the train's speed?
Options: 
A: Constant speed.
B: Not moving at all.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",C,videos/object/0547-00.mp4
D,A,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,linear;train,0547-01,['Accelerating.' 'Not moving at all.' 'Constant speed.' 'Decelerating.'],,"What is the pattern of the train's speed?
Options: 
A: Accelerating.
B: Not moving at all.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",A,videos/object/0547-01.mp4
B,D,What is the train's speed pattern based on the view from the window in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,3,linear;train,0549-00,['Accelerating.' 'Constant speed.' 'Not moving at all.' 'Decelerating.'],,"What is the train's speed pattern based on the view from the window in the video?
Options: 
A: Accelerating.
B: Constant speed.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",D,videos/object/0549-00.mp4
A,B,What is the train's speed pattern based on the view from the window in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,1,linear;train,0549-01,['Constant speed.' 'Accelerating.' 'Not moving at all.' 'Decelerating.'],,"What is the train's speed pattern based on the view from the window in the video?
Options: 
A: Constant speed.
B: Accelerating.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",B,videos/object/0549-01.mp4
C,B,What is balls' speed pattern?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,physics;linear;ball,0551-00,['Not moving at all.' 'Accelerating.' 'Decelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=AiGM4lrpA_k,"What is balls' speed pattern?
Options: 
A: Not moving at all.
B: Accelerating.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",B,videos/object/0551-00.mp4
A,A,What is balls' speed pattern?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,physics;linear;ball,0551-01,['Decelerating.' 'Not moving at all.' 'Accelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=AiGM4lrpA_k,"What is balls' speed pattern?
Options: 
A: Decelerating.
B: Not moving at all.
C: Accelerating.
D: Constant speed. 
Pick the best suited option.",A,videos/object/0551-01.mp4
A,D,What is the speed pattern of the object as it moves along the slope?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,physics;linear,0553-00,['Constant speed.' 'Not moving at all.' 'Decelerating.' 'Accelerating.'],https://www.youtube.com/watch?v=JjypCDNSavw,"What is the speed pattern of the object as it moves along the slope?
Options: 
A: Constant speed.
B: Not moving at all.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",D,videos/object/0553-00.mp4
B,C,What is the speed pattern of the object as it moves along the slope?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,physics;linear,0553-01,['Not moving at all.' 'Constant speed.' 'Decelerating.' 'Accelerating.'],https://www.youtube.com/watch?v=JjypCDNSavw,"What is the speed pattern of the object as it moves along the slope?
Options: 
A: Not moving at all.
B: Constant speed.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",C,videos/object/0553-01.mp4
C,B,What is the pattern of the car's speed in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,physics;car;linear,0555-00,['Constant speed.' 'Decelerating.' 'Accelerating.' 'Not moving at all.'],https://www.youtube.com/watch?v=akDSPdqE_T0,"What is the pattern of the car's speed in the video?
Options: 
A: Constant speed.
B: Decelerating.
C: Accelerating.
D: Not moving at all. 
Pick the best suited option.",B,videos/object/0555-00.mp4
D,B,What is the pattern of the car's speed in the video?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,physics;car;linear,0555-01,['Constant speed.' 'Accelerating.' 'Not moving at all.' 'Decelerating.'],https://www.youtube.com/watch?v=akDSPdqE_T0,"What is the pattern of the car's speed in the video?
Options: 
A: Constant speed.
B: Accelerating.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",B,videos/object/0555-01.mp4
D,D,What is the pattern of the block's speed in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,physics;linear,0557-00,['Not moving at all.' 'Accelerating.' 'Constant speed.' 'Decelerating.'],https://www.youtube.com/watch?v=-fiQIqzmIjE,"What is the pattern of the block's speed in the video?
Options: 
A: Not moving at all.
B: Accelerating.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",D,videos/object/0557-00.mp4
D,D,What is the pattern of the block's speed in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,physics;linear,0557-01,['Not moving at all.' 'Constant speed.' 'Decelerating.' 'Accelerating.'],https://www.youtube.com/watch?v=-fiQIqzmIjE,"What is the pattern of the block's speed in the video?
Options: 
A: Not moving at all.
B: Constant speed.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",D,videos/object/0557-01.mp4
D,C,What is the pattern of the car's speed?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,linear;car,0559-00,['Accelerating.' 'Not moving at all.' 'Constant speed.' 'Decelerating.'],https://www.youtube.com/watch?v=TAtCs9ifRRY,"What is the pattern of the car's speed?
Options: 
A: Accelerating.
B: Not moving at all.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",C,videos/simulated/0559-00.mp4
C,B,What is the pattern of the car's speed?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,linear;car,0559-01,['Constant speed.' 'Accelerating.' 'Decelerating.' 'Not moving at all.'],https://www.youtube.com/watch?v=TAtCs9ifRRY,"What is the pattern of the car's speed?
Options: 
A: Constant speed.
B: Accelerating.
C: Decelerating.
D: Not moving at all. 
Pick the best suited option.",B,videos/simulated/0559-01.mp4
B,A,What is the pattern of the car's speed?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,linear;car,0559-02,['Decelerating.' 'Accelerating.' 'Constant speed.' 'Not moving at all.'],https://www.youtube.com/watch?v=TAtCs9ifRRY,"What is the pattern of the car's speed?
Options: 
A: Decelerating.
B: Accelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",A,videos/simulated/0559-02.mp4
A,A,What is disks' speed pattern?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,physics;disk;linear,0562-00,['Accelerating.' 'Constant speed.' 'Not moving at all.' 'Decelerating.'],https://www.youtube.com/watch?v=CHQOctEvtTY,"What is disks' speed pattern?
Options: 
A: Accelerating.
B: Constant speed.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",A,videos/object/0562-00.mp4
D,D,What is disks' speed pattern?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,physics;disk;linear,0562-01,['Not moving at all.' 'Accelerating.' 'Constant speed.' 'Decelerating.'],https://www.youtube.com/watch?v=CHQOctEvtTY,"What is disks' speed pattern?
Options: 
A: Not moving at all.
B: Accelerating.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",D,videos/object/0562-01.mp4
B,C,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,train;linear,0564-00,['Constant speed.' 'Not moving at all.' 'Decelerating.' 'Accelerating.'],https://www.youtube.com/watch?v=5hrb5IgyVss,"What is the pattern of the train's speed?
Options: 
A: Constant speed.
B: Not moving at all.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",C,videos/object/0564-00.mp4
B,D,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,train;linear,0564-01,['Constant speed.' 'Not moving at all.' 'Decelerating.' 'Accelerating.'],https://www.youtube.com/watch?v=5hrb5IgyVss,"What is the pattern of the train's speed?
Options: 
A: Constant speed.
B: Not moving at all.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",D,videos/object/0564-01.mp4
B,B,What is the train's speed pattern based on the view from the window in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,1,linear;train,0566-00,['Accelerating.' 'Decelerating.' 'Constant speed.' 'Not moving at all.'],https://www.youtube.com/watch?v=TJ5MYTga51M,"What is the train's speed pattern based on the view from the window in the video?
Options: 
A: Accelerating.
B: Decelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",B,videos/object/0566-00.mp4
A,B,What is the train's speed pattern based on the view from the window in the video?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,1,linear;train,0566-01,['Decelerating.' 'Accelerating.' 'Constant speed.' 'Not moving at all.'],https://www.youtube.com/watch?v=TJ5MYTga51M,"What is the train's speed pattern based on the view from the window in the video?
Options: 
A: Decelerating.
B: Accelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",B,videos/object/0566-01.mp4
C,C,What is the pattern of the car's wheels' rotation speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,car;rotation,0378-01,['Constant speed.' 'Accelerating.' 'Decelerating.' 'Not moving at all.'],,"What is the pattern of the car's wheels' rotation speed?
Options: 
A: Constant speed.
B: Accelerating.
C: Decelerating.
D: Not moving at all. 
Pick the best suited option.",C,videos/object/0378-01.mp4
D,A,What is the pattern of the car's wheels' rotation speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,car;rotation,0379-01,['Decelerating.' 'Not moving at all.' 'Constant speed.' 'Accelerating.'],,"What is the pattern of the car's wheels' rotation speed?
Options: 
A: Decelerating.
B: Not moving at all.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",A,videos/object/0379-01.mp4
C,C,What is the pattern of the car's wheels' rotation speed?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,car;rotation,0379-02,['Decelerating.' 'Constant speed.' 'Accelerating.' 'Not moving at all.'],,"What is the pattern of the car's wheels' rotation speed?
Options: 
A: Decelerating.
B: Constant speed.
C: Accelerating.
D: Not moving at all. 
Pick the best suited option.",C,videos/object/0379-02.mp4
C,B,What is the pattern of the car's wheels' rotation speed?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,car;rotation,0378-02,['Not moving at all.' 'Accelerating.' 'Decelerating.' 'Constant speed.'],,"What is the pattern of the car's wheels' rotation speed?
Options: 
A: Not moving at all.
B: Accelerating.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",B,videos/object/0378-02.mp4
D,D,What is the pattern of the camera's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,3,human;rotation,0207-03,['Constant speed.' 'Decelerating.' 'Not moving at all.' 'Accelerating.'],,"What is the pattern of the camera's rotation speed?
Options: 
A: Constant speed.
B: Decelerating.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0207-03.mp4
D,B,What is the pattern of the camera's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,1,human;rotation,0207-04,['Not moving at all.' 'Decelerating.' 'Accelerating.' 'Constant speed.'],,"What is the pattern of the camera's rotation speed?
Options: 
A: Not moving at all.
B: Decelerating.
C: Accelerating.
D: Constant speed. 
Pick the best suited option.",B,videos/human/0207-04.mp4
D,D,What is the pattern of the camera's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,3,human;rotation,0208-01,['Not moving at all.' 'Constant speed.' 'Decelerating.' 'Accelerating.'],,"What is the pattern of the camera's rotation speed?
Options: 
A: Not moving at all.
B: Constant speed.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0208-01.mp4
C,D,What is the pattern of the camera's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,3,human;rotation,0208-02,['Accelerating.' 'Not moving at all.' 'Constant speed.' 'Decelerating.'],,"What is the pattern of the camera's rotation speed?
Options: 
A: Accelerating.
B: Not moving at all.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",D,videos/human/0208-02.mp4
D,A,What is the pattern of the person's hand's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,human;rotation,0215-03,['Accelerating.' 'Constant speed.' 'Not moving at all.' 'Decelerating.'],,"What is the pattern of the person's hand's rotation speed?
Options: 
A: Accelerating.
B: Constant speed.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",A,videos/human/0215-03.mp4
A,A,What is the pattern of the person's hand's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,human;rotation,0215-04,['Decelerating.' 'Not moving at all.' 'Constant speed.' 'Accelerating.'],,"What is the pattern of the person's hand's rotation speed?
Options: 
A: Decelerating.
B: Not moving at all.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",A,videos/human/0215-04.mp4
B,A,What is the pattern of the person's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,human;rotation,0216-03,['Accelerating.' 'Decelerating.' 'Constant speed.' 'Not moving at all.'],,"What is the pattern of the person's rotation speed?
Options: 
A: Accelerating.
B: Decelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",A,videos/human/0216-03.mp4
C,C,What is the pattern of the person's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,human;rotation,0216-04,['Not moving at all.' 'Constant speed.' 'Decelerating.' 'Accelerating.'],,"What is the pattern of the person's rotation speed?
Options: 
A: Not moving at all.
B: Constant speed.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",C,videos/human/0216-04.mp4
C,B,What is the pattern of the person's hand's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,human;rotation,0218-04,['Decelerating.' 'Accelerating.' 'Not moving at all.' 'Constant speed.'],,"What is the pattern of the person's hand's rotation speed?
Options: 
A: Decelerating.
B: Accelerating.
C: Not moving at all.
D: Constant speed. 
Pick the best suited option.",B,videos/human/0218-04.mp4
A,B,What is the pattern of the person's hand's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,human;rotation,0218-05,['Not moving at all.' 'Decelerating.' 'Constant speed.' 'Accelerating.'],,"What is the pattern of the person's hand's rotation speed?
Options: 
A: Not moving at all.
B: Decelerating.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",B,videos/human/0218-05.mp4
A,D,What is the pattern of the person's hand's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human;rotation,0230-03,['Not moving at all.' 'Decelerating.' 'Constant speed.' 'Accelerating.'],,"What is the pattern of the person's hand's rotation speed?
Options: 
A: Not moving at all.
B: Decelerating.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0230-03.mp4
B,B,What is the pattern of the person's hand's rotation speed?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,human;rotation,0230-04,['Constant speed.' 'Decelerating.' 'Not moving at all.' 'Accelerating.'],,"What is the pattern of the person's hand's rotation speed?
Options: 
A: Constant speed.
B: Decelerating.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",B,videos/human/0230-04.mp4
C,B,How does the frequency at which the triangle is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,human,0941-00,['Not moving at all.' 'Accelerating.' 'Decelerating.' 'Constant speed.'],,"How does the frequency at which the triangle is drawn vary over time?
Options: 
A: Not moving at all.
B: Accelerating.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",B,videos/human/0941-00.mp4
C,C,How does the frequency at which the triangle is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,human,0941-01,['Not moving at all.' 'Accelerating.' 'Decelerating.' 'Constant speed.'],,"How does the frequency at which the triangle is drawn vary over time?
Options: 
A: Not moving at all.
B: Accelerating.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/human/0941-01.mp4
D,D,How does the frequency at which the circle is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human,0939-00,['Decelerating.' 'Not moving at all.' 'Constant speed.' 'Accelerating.'],,"How does the frequency at which the circle is drawn vary over time?
Options: 
A: Decelerating.
B: Not moving at all.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0939-00.mp4
D,D,How does the frequency at which the circle is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human,0939-01,['Constant speed.' 'Accelerating.' 'Not moving at all.' 'Decelerating.'],,"How does the frequency at which the circle is drawn vary over time?
Options: 
A: Constant speed.
B: Accelerating.
C: Not moving at all.
D: Decelerating. 
Pick the best suited option.",D,videos/human/0939-01.mp4
D,D,How does the frequency at which the rectangle is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human,0924-00,['Not moving at all.' 'Decelerating.' 'Constant speed.' 'Accelerating.'],,"How does the frequency at which the rectangle is drawn vary over time?
Options: 
A: Not moving at all.
B: Decelerating.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0924-00.mp4
D,D,How does the frequency at which the rectangle is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human,0924-01,['Not moving at all.' 'Accelerating.' 'Constant speed.' 'Decelerating.'],,"How does the frequency at which the rectangle is drawn vary over time?
Options: 
A: Not moving at all.
B: Accelerating.
C: Constant speed.
D: Decelerating. 
Pick the best suited option.",D,videos/human/0924-01.mp4
C,A,How does the frequency at which the trapezoid is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,human,0923-00,['Accelerating.' 'Not moving at all.' 'Decelerating.' 'Constant speed.'],,"How does the frequency at which the trapezoid is drawn vary over time?
Options: 
A: Accelerating.
B: Not moving at all.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",A,videos/human/0923-00.mp4
C,C,How does the frequency at which the trapezoid is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,human,0923-01,['Constant speed.' 'Accelerating.' 'Decelerating.' 'Not moving at all.'],,"How does the frequency at which the trapezoid is drawn vary over time?
Options: 
A: Constant speed.
B: Accelerating.
C: Decelerating.
D: Not moving at all. 
Pick the best suited option.",C,videos/human/0923-01.mp4
A,D,How does the frequency at which the diamond is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human,0922-00,['Not moving at all.' 'Constant speed.' 'Decelerating.' 'Accelerating.'],,"How does the frequency at which the diamond is drawn vary over time?
Options: 
A: Not moving at all.
B: Constant speed.
C: Decelerating.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0922-00.mp4
C,C,How does the frequency at which the diamond is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,human,0922-01,['Constant speed.' 'Accelerating.' 'Decelerating.' 'Not moving at all.'],,"How does the frequency at which the diamond is drawn vary over time?
Options: 
A: Constant speed.
B: Accelerating.
C: Decelerating.
D: Not moving at all. 
Pick the best suited option.",C,videos/human/0922-01.mp4
B,A,How does the frequency at which the 8-shape is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,human,0921-00,['Accelerating.' 'Decelerating.' 'Constant speed.' 'Not moving at all.'],,"How does the frequency at which the 8-shape is drawn vary over time?
Options: 
A: Accelerating.
B: Decelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",A,videos/human/0921-00.mp4
B,B,How does the frequency at which the 8-shape is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,human,0921-01,['Accelerating.' 'Decelerating.' 'Constant speed.' 'Not moving at all.'],,"How does the frequency at which the 8-shape is drawn vary over time?
Options: 
A: Accelerating.
B: Decelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",B,videos/human/0921-01.mp4
D,D,How does the frequency at which the infinity-shape is drawn vary over time?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,human,0920-00,['Constant speed.' 'Decelerating.' 'Not moving at all.' 'Accelerating.'],,"How does the frequency at which the infinity-shape is drawn vary over time?
Options: 
A: Constant speed.
B: Decelerating.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",D,videos/human/0920-00.mp4
