a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
B,B,short_video/COIN/RLb2xvF5qqg_start_7.0_end_27.0.mp4_2,temporalbench_short_01146,videos/temporalbench_short/RLb2xvF5qqg_start_7.0_end_27.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A person pours onion into the bowl with the spoon held in her right hand. She pours tuna into the bowl with the spoon held in her right hand. She pours red pepper into the bowl from a spoon she is holding with her right hand. She pours peas into the bowl with the spoon held in her right hand. Lastly, she pours corn into the bowl with the spoon held in her right hand. Finally, she places a bowl on the table with her right hand.
B. The person places a bowl on the table with her right hand. She pours red pepper into the bowl from a spoon she is holding with her right hand. She pours peas into the bowl with the spoon held in her right hand. She pours corn into the bowl with the spoon held in her right hand. She pours onion into the bowl with the spoon held in her right hand. She pours tuna into the bowl with the bowl held in her right hand. 
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.629773483905275,COIN,Event Order,B,,,
B,A,short_video/ActivityNet/5_M10vevgJg_start_19.65_end_30.0.mp4_5,temporalbench_short_04278,videos/temporalbench_short/5_M10vevgJg_start_19.65_end_30.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A person on the left holds ski gear in his left hand and moves his right hand on the gear in an up and down motion. He gestures with his right hand while talking as the woman next to him nods and listens. He holds the ski with his left hand and scrubs it in a left to right motion repeatedly with a brush with the right hand.
B. A person on the left holds ski gear in his left hand and moves his right hand on the gear in an up and down motion. He holds the ski with his left hand and scrubs it in a left to right motion repeatedly with a brush with the right hand. Then, he gestures with his right hand while talking as the woman next to him nods and listens.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.623734752661273,ActivityNet,Event Order,A,,,
B,A,short_video/Movie_Description/2051_Harry_Potter_and_the_goblet_of_fire_01.19.33.605-01.19.50.368.mp4_7,temporalbench_short_04572,videos/temporalbench_short/2051_Harry_Potter_and_the_goblet_of_fire_01.19.33.605-01.19.50.368.mp4,temporalbench_short,"Which caption best describes this video?
A. A group of people jump and dance with their hands up in the air. They move a man above them with their hands as he waves both his hands. A man headbangs and the woman next to him laughs. A man dances with a girl and turns her around with his right hand as she laughs and dances with him.
B. A man headbangs and the woman next to him laughs. They move a man above them with their hands as he waves both his hands. A group of people jump and dance with their hands up in the air. A man dances with a girl and turns her around with his right hand as she laughs and dances with him.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.6225346735565185,Movie_Description,Event Order,A,,,
A,B,short_video/Charades/HG7C2_start_0.0_end_13.5.mp4_4,temporalbench_short_09523,videos/temporalbench_short/HG7C2_start_0.0_end_13.5.mp4,temporalbench_short,"Which caption best describes this video?
A. Standing in a toilet room, a person removes the button of his shirt one after another using both hands. Then he takes off his shirt, passes it from the right hand to the left hand, folds it and proceeds to hang it on a hook with his left hand. 
B. Standing in a toilet room, a person removes the button of his shirt one after another using both hands. Then he takes off his shirt, passes it from the right hand to the left hand, folds it and proceeds to keep it on a dressing table with his left hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.5830452638590842,Charades,Action Type,B,,,
B,A,short_video/Movie_Description/2034_Super_8_01.03.22.805-01.03.28.847.mp4_5,temporalbench_short_05218,videos/temporalbench_short/2034_Super_8_01.03.22.805-01.03.28.847.mp4,temporalbench_short,"Which caption best describes this video?
A. A person is riding a bicycle. A person climbs down the window, gets down the stairs, and runs down the street with cars parked. Then a bike makes a turn.
B. A bike makes a turn. A person climbs down the window, gets down the stairs, and runs down the street with cars parked. Then a person is riding a bicycle.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.5783345405432632,Movie_Description,Event Order,A,,,
B,A,short_video/Charades/EXYY8_start_0.0_end_7.0.mp4_3,temporalbench_short_07558,videos/temporalbench_short/EXYY8_start_0.0_end_7.0.mp4,temporalbench_short,"Which caption best describes this video?
A. Holding a laptop in his right hand a man runs out of the room. He then holds the laptop with both his hands and places it on the blanket on the floor. He then walks towards right.
B. A man runs out of the room holding a laptop in his right hand. He then places it on the blanket on the floor holding with both hands. He then walks towards right.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.5730163403739195,Charades,Event Order,A,,,
B,B,short_video/COIN/RLb2xvF5qqg_start_7.0_end_27.0.mp4_1,temporalbench_short_01145,videos/temporalbench_short/RLb2xvF5qqg_start_7.0_end_27.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A person pours tuna into the bowl with the spoon held in her right hand. She pours onion into the bowl with the spoon held in her right hand. She pours corn into the bowl with the spoon held in her right hand. She pours peas into the bowl with the spoon held in her right hand. Lastly, she pours red pepper into the bowl from a spoon she is holding with her right hand. Finally, she places a bowl on the table with her right hand.
B. The person places a bowl on the table with her right hand. She pours red pepper into the bowl from a spoon she is holding with her right hand. She pours peas into the bowl with the spoon held in her right hand. She pours corn into the bowl with the spoon held in her right hand. She pours onion into the bowl with the spoon held in her right hand. She pours tuna into the bowl with the bowl held in her right hand. 
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.571193116211935,COIN,Event Order,B,,,
B,A,short_video/Movie_Description/2051_Harry_Potter_and_the_goblet_of_fire_00.05.02.353-00.05.16.164.mp4_1,temporalbench_short_04581,videos/temporalbench_short/2051_Harry_Potter_and_the_goblet_of_fire_00.05.02.353-00.05.16.164.mp4,temporalbench_short,"Which caption best describes this video?
A. A person walks up the hill holding a stick in the right hand. Three other people climb the hill. A woman runs upwards and stops when she sees a boot. The blades of grass flail in the wind.
B. A person walks up the hill holding a stick in the right hand. Three other people climb the hill. A woman walks upwards and stops when she sees a boot. The blades of grass flail in the wind. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.564090034105547,Movie_Description,Action Type,A,,,
B,B,"short_video/Oops/Whip It, Whip It Real Good - Fails of the Month (November 2017) _ FailArmy7_mute.mp4_4",temporalbench_short_09330,"videos/temporalbench_short/Whip It, Whip It Real Good - Fails of the Month (November 2017) _ FailArmy7_mute.mp4",temporalbench_short,"Which caption best describes this video?
A. A woman has her arms raised up and then arches her body forward with one leg up and both hands touching the ground, in the position of doing a handstand. As her back leg raises, it hits a counter and the woman stands up and turns around, opening her mouth. 
B. A woman has her arms raised up and then arches her body forward with one leg up and both hands touching the ground, in the position of doing a handstand. As her back leg raises, it hits a counter and the woman sits down and turns around, opening her mouth.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.547546800892433,Oops,Action Type,B,,,
B,B,short_video/ActivityNet/EFGtb9IDQao_start_14.77_end_24.16.mp4_3,temporalbench_short_00518,videos/temporalbench_short/EFGtb9IDQao_start_14.77_end_24.16.mp4,temporalbench_short,"Which caption best describes this video?
A. A seated woman speaks and then uses her hands to put down a tennis shoe on a table, holding the middle from beneath with her left hand and the front heel with her right hand. 
B. A seated woman speaks and then uses her hands to pick up a tennis shoe from a table, holding the middle from beneath with her left hand and the front heel with her right hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.5377730045427784,ActivityNet,Action Type,B,,,
B,A,short_video/COIN/Q-uCII9Rtz0_start_54.5_end_64.5.mp4_4,temporalbench_short_01847,videos/temporalbench_short/Q-uCII9Rtz0_start_54.5_end_64.5.mp4,temporalbench_short,"Which caption best describes this video?
A. Someone gently lays a laptop screen down on a towel using both hands. Then, they use mainly their right hand, while the left hand holds down a piece of material, to remove a strip from the screen.
B. Someone removes a strip from the screen using mainly their right hand, while the left hand holds down a piece of material. Then, they gently lay a laptop screen down on a towel using both hands.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.503549197051341,COIN,Event Order,A,,,
A,B,short_video/Movie_Description/2005_Signs_00.48.55.331-00.49.00.937.mp4_1,temporalbench_short_05794,videos/temporalbench_short/2005_Signs_00.48.55.331-00.49.00.937.mp4,temporalbench_short,"Which caption best describes this video?
A. A person wipes his nose with the towel brings it down while staring at something and walking towards it 
B. A person wipes his ear with the towel brings it down while staring at something and walking towards it
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.5028769527520411,Movie_Description,Action Type,B,,,
B,B,short_video/EgoExo4D/upenn_0711_Cooking_6_5_start_215.34412_end_221.90446.mp4_2,temporalbench_short_03637,videos/temporalbench_short/upenn_0711_Cooking_6_5_start_215.34412_end_221.90446.mp4,temporalbench_short,"Which caption best describes this video?
A. Holding the bottle in the left hand, the person screws the lid on the bottle with the right hand. He walks to the fridge and opens the door with the left hand. He places the bottle on the counter with his right hand. He closes the door with the left hand. 
B. Holding the bottle in the left hand, the person screws the lid on the bottle with the right hand. He walks to the fridge and opens the door with the left hand. He places the bottle in the fridge with his right hand. He closes the door with the left hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.4853039188665997,EgoExo4D,Action Type,B,,,
B,B,short_video/Oops/Swingset Stupidity - Fails of the Week (May 2019) _ FailArmy30_mute.mp4_5,temporalbench_short_06516,videos/temporalbench_short/Swingset Stupidity - Fails of the Week (May 2019) _ FailArmy30_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A girl slides forward under the lower railing of a fence. People below grab her legs as she eases the top half of her body under the rail, holding onto it with both hands. She reaches out with her right hand and grabs the hand of someone below. She slips and lands safely in the boat. 
B.  A girl slides forward under the lower railing of a fence. People below grab her legs as she eases the top half of her body under the rail, holding onto it with both hands. She reaches out with her right hand and grabs the hand of someone below. She slides off the ledge into the boat but falls out into the water, knocking someone else in with her.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.4823336232117585,Oops,Action Type,B,,,
B,B,short_video/COIN/zXHxBNVZovM_start_122.0_end_131.0.mp4_2,temporalbench_short_01210,videos/temporalbench_short/zXHxBNVZovM_start_122.0_end_131.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A woman digs the pole into the ground with her right hand while smiling at another man in front of her. A skier jumps on the snow and goes down the slope as two people turn to look. People ski down a snowy mountain. A skier holds the poles in both hands and skis down the bumpy slope. Another skier skis down the snow towards left.
B. A skiier jumps on the snow and goes down the slope as two people turn to look. Another skiier skis down the snow towards left. People ski down a snowy mountain. A skier holds the poles in both hands and skis down the bumpy slope. A woman digs the pole into the ground with her right hand while smiling at another man in front of her.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.4668225558295134,COIN,Event Order,B,,,
B,A,short_video/COIN/SzdcAAWolfs_start_49.0_end_64.0.mp4_4,temporalbench_short_01037,videos/temporalbench_short/SzdcAAWolfs_start_49.0_end_64.0.mp4,temporalbench_short,"Which caption best describes this video?
A. Someone placing down a large baking sheet on the counter with both hands. Then rolling cookie dough into balls with both hands and placing them on sheet from right bottom corner to the left.  Then he uses his right hand to press them down with a fork.
B. Someone rolling cookie dough into balls with both hands and placing them on the sheet from right bottom corner to the left. Then placing down a large baking sheet on the counter with both hands. Then he uses his right hand to press them down with a fork.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.429210631469937,COIN,Event Order,A,,,
B,B,short_video/ActivityNet/ieWgalZPc2g_start_15.89_end_24.5.mp4_8,temporalbench_short_04523,videos/temporalbench_short/ieWgalZPc2g_start_15.89_end_24.5.mp4,temporalbench_short,"Which caption best describes this video?
A. A person covers her eyes while watching something. People in the background are moving. A person leaps up in the air with his motorcycle followed by other motorcycles leaping up in the air and descending down the hills and climbing up. A rider stumbles with his motorcycle and falls on the dirt, causing another rider to lose balance and fall. 
B. A person covers her mouth while watching something. People in the background are moving. A person leaps up in the air with his motorcycle followed by other motorcycles leaping up in the air and descending down the hills and climbing up. A rider stumbles with his motorcycle and falls on the dirt, causing another rider to lose balance and fall.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.4101654179177796,ActivityNet,Action Type,B,,,
B,B,short_video/ActivityNet/i2X7z9ywHV8_start_176.84_end_192.22.mp4_1,temporalbench_short_00644,videos/temporalbench_short/i2X7z9ywHV8_start_176.84_end_192.22.mp4,temporalbench_short,"Which caption best describes this video?
A. A picture appears by fading in and disappears with engulfing flame art. No caption of text appears. 
B. A picture appears by fading in and disappears with engulfing flame art. A caption of text appears.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.4077123952022013,ActivityNet,Others,B,,,
B,A,short_video/Movie_Description/2054_Harry_Potter_and_the_prisoner_of_azkaban_00.50.44.553-00.50.52.174.mp4_7,temporalbench_short_04818,videos/temporalbench_short/2054_Harry_Potter_and_the_prisoner_of_azkaban_00.50.44.553-00.50.52.174.mp4,temporalbench_short,"Which caption best describes this video?
A. An old man walks forward followed by another man. A boy who is lying down and not sleeping blinks his eyes.
B. A boy who is lying down and not sleeping blinks his eyes. An old man walks forward followed by another man.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.3860896033093835,Movie_Description,Event Order,A,,,
A,B,short_video/Charades/HG7C2_start_0.0_end_13.5.mp4_2,temporalbench_short_09521,videos/temporalbench_short/HG7C2_start_0.0_end_13.5.mp4,temporalbench_short,"Which caption best describes this video?
A. Standing in a toilet room, a person removes the button of his shirt one after another using both hands. Then he takes off his shirt, passes it from the right hand to the left hand, folds it and proceeds to hang it on a hanger with his left hand. 
B. Standing in a toilet room, a person removes the button of his shirt one after another using both hands. Then he takes off his shirt, passes it from the right hand to the left hand, folds it and proceeds to keep it on a dressing table with his left hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.3858909336521323,Charades,Action Type,B,,,
B,A,short_video/Oops/Let's Get It!! - FailArmy After Dark (ep. 2)133_mute.mp4_5,temporalbench_short_06019,videos/temporalbench_short/Let's Get It!! - FailArmy After Dark (ep. 2)133_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A man yells out something. The man next to him turns to look at him and laughs while nodding. The bird in his hand waves its legs. Another bird flies down at him and kicks his face.
B. A bird flies down at the man and kicks his face. The bird in his hand waves its legs. The man next to him turns to look at him and laughs while nodding. The man yells out something.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.3819030942985453,Oops,Event Order,A,,,
A,B,short_video/ActivityNet/iosb2TdQ7yY_start_214.8_end_230.97.mp4_4,temporalbench_short_04514,videos/temporalbench_short/iosb2TdQ7yY_start_214.8_end_230.97.mp4,temporalbench_short,"Which caption best describes this video?
A. An advertisement with images and text appears on the screen and stays on the screen without disappearing. 
B. An advertisement with images and text appears on the screen and disappears into a black screen.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.3785429632598847,ActivityNet,Action Frequency,B,,,
B,A,short_video/Movie_Description/2040_The_Ugly_Truth_00.15.33.505-00.15.48.781.mp4_4,temporalbench_short_05086,videos/temporalbench_short/2040_The_Ugly_Truth_00.15.33.505-00.15.48.781.mp4,temporalbench_short,"Which caption best describes this video?
A. The woman points with her right index finger while walking angrily and talks while being followed by a man and woman who are holding papers. She pumps her fist angrily as the man checks his paper and they take a right turn. A  man in the background walks with his bicycle and a woman walks past. The man holding the paper and the woman at the back look at each other. The woman in the front points to her left with her left hand while speaking angrily. The man checks his face in the circular mirror. There are people walking in the background.
B. The woman points with her right index finger while walking angrily and talks while being followed by a man who is holding papers. She pumps her fist angrily as the man checks his paper and they take a right turn. A man in the background walks with his bicycle and a woman walks past. The man holding the paper looks at the woman at the back. The woman in the front points to her left with her left hand while speaking angrily. The man checks his face in the circular mirror. There are people walking in the background. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.339987294906972,Movie_Description,Others,A,,,
B,A,short_video/Oops/FailArmy's Got Talent (October 2017) _ FailArmy6_mute.mp4_1,temporalbench_short_09461,videos/temporalbench_short/FailArmy's Got Talent (October 2017) _ FailArmy6_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A man balances a woman on top of his shoulders. He balances on the wooden board and slips. He falls down on the ground on his back. She manages to catch her balance and stands. She turns around to look at him.
B. A man balances a woman on top of his shoulders. He balances on the wooden board and slips. He falls down on the ground on his stomach. She manages to catch her balance and stands. She turns around to look at him. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.3257334738903102,Oops,Others,A,,,
B,A,short_video/ActivityNet/7-jcXxwqf5E_start_167.41_end_185.77.mp4_2,temporalbench_short_00632,videos/temporalbench_short/7-jcXxwqf5E_start_167.41_end_185.77.mp4,temporalbench_short,"Which caption best describes this video?
A. A person lifts a fish with his right hand. He touches his beanie on the head with his left hand while walking forward. The person turns around and holds the fish in both the hands as he kneels down. The person gets up and moves right and sits on one knee while holding the fish in both hands.The person puts the fish down the hole and looks down.
B. A person lifts a fish with his right hand. He touches his beanie on the head with his left hand while walking forward. The person turns around and holds the fish in both the hands as he stands up. The person gets up and moves right and sits on one knee while holding the fish in both hands.The person puts the fish down the hole and looks down. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.3143438726092793,ActivityNet,Others,A,,,
B,A,short_video/COIN/0nsDYGlLzyA_start_119.0_end_125.0.mp4_2,temporalbench_short_01416,videos/temporalbench_short/0nsDYGlLzyA_start_119.0_end_125.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A person is taking a semi conductor board from an electronic device using both hands.
B. A person is placing a semiconductor board into an electronic device using both hands. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.3127387014872232,COIN,Action Type,A,,,
B,B,short_video/Charades/QMHK8_start_17.1_end_26.1.mp4_1,temporalbench_short_00769,videos/temporalbench_short/QMHK8_start_17.1_end_26.1.mp4,temporalbench_short,"Which caption best describes this video?
A. A person is removing their socks and putting it in a plastic bag hung on the door knob. They're later seen putting on their hoodie. 
B. A person is removing their socks and putting it in a plastic bag hung on the door knob. They're later seen removing their hoodie.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.2996821375655927,Charades,Action Type,B,,,
B,A,short_video/COIN/vzeFh4TWFtg_start_74.0_end_87.0.mp4_4,temporalbench_short_01261,videos/temporalbench_short/vzeFh4TWFtg_start_74.0_end_87.0.mp4,temporalbench_short,"Which caption best describes this video?
A. Someone with two cell phones next to one another. They use their right hand to scribble something on the screen of the phone on the right with a marker.  They grab a special cloth with the right hand and wipe the screen of the phone on the left and then the screen of the phone on the right.
B. Someone with two cell phones next to one another. They grab a special cloth with the right hand and wipe the screen of the phone on the right and then the screen of the phone on the left. They then use their right hand to scribble something on the screen of the phone on the right with a marker.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.223552907876734,COIN,Event Order,A,,,
B,B,short_video/Charades/OB660_start_7.4_end_12.3.mp4_3,temporalbench_short_07158,videos/temporalbench_short/OB660_start_7.4_end_12.3.mp4,temporalbench_short,"Which caption best describes this video?
A. The man runs leftwards around the table to the window touching the table with his right hand. He stands up and throws back the shawl off his shoulders with both hands. He pulls back his left hand from the table. He then peers through the window.
B. The man pulls back his left hand from the table. He stands up and throws back the shawl off his shoulders with both hands. He runs leftwards around the table to the window touching the table with his right hand. He then peers through the window.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.212968563748269,Charades,Event Order,B,,,
B,B,short_video/Movie_Description/1051_Harry_Potter_and_the_goblet_of_fire_02.10.55.782-02.11.02.616.mp4_6,temporalbench_short_05875,videos/temporalbench_short/1051_Harry_Potter_and_the_goblet_of_fire_02.10.55.782-02.11.02.616.mp4,temporalbench_short,"Which caption best describes this video?
A. A man rushes through the crowd followed by other people and he walks forward as other people in the crowd look at him. Then, he holds his hand to the front and says something.
B. A man holds his hand to the front and says something. A man rushes through the crowd followed by other people and he walks forward as other people in the crowd look at him.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.2004585412441384,Movie_Description,Event Order,B,,,
B,A,short_video/Charades/QWKVM_start_10.3_end_19.1.mp4_4,temporalbench_short_09496,videos/temporalbench_short/QWKVM_start_10.3_end_19.1.mp4,temporalbench_short,"Which caption best describes this video?
A. A man walks to the door and shuts it with his left hand and walks to the center of the room while smiling. He puts his hands in his pockets. The other man to the right takes a seat on the bed.
B. A man walks to the door and leaves it open with his left hand and walks to the center of the room while smiling. He puts his hands in his pockets. The other man to the right takes a seat on the bed. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.1950986188702581,Charades,Action Type,A,,,
B,A,short_video/Movie_Description/1054_Harry_Potter_and_the_prisoner_of_azkaban_02.04.49.502-02.04.57.797.mp4_5,temporalbench_short_05691,videos/temporalbench_short/1054_Harry_Potter_and_the_prisoner_of_azkaban_02.04.49.502-02.04.57.797.mp4,temporalbench_short,"Which caption best describes this video?
A. A winged beast flies up to the sky. A fountain in the background sputters water.
B. A winged beast flies down from the sky. A fountain in the background sputters water. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.1936147079894097,Movie_Description,Motion Direction/Orientation,A,,,
B,A,short_video/ActivityNet/R0YS8JS_0rk_start_0.0_end_5.33.mp4_8,temporalbench_short_04136,videos/temporalbench_short/R0YS8JS_0rk_start_0.0_end_5.33.mp4,temporalbench_short,"Which caption best describes this video?
A. A man raises his right arm high above his head then lowers it down to his side. He raises both arms above his head in a V-shape and jiggles on his toes a little bit. He grasps the handles of the pommel horse with both hands.
B. A man grasps the handles of the pommel horse with both hands. He raises his right arm high above his head then lowers it down to his side. He then raises both arms above his head in a V-shape and jiggles on his toes a little bit.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.1722088132756814,ActivityNet,Event Order,A,,,
B,A,short_video/Movie_Description/1051_Harry_Potter_and_the_goblet_of_fire_00.57.50.166-00.57.58.506.mp4_4,temporalbench_short_05910,videos/temporalbench_short/1051_Harry_Potter_and_the_goblet_of_fire_00.57.50.166-00.57.58.506.mp4,temporalbench_short,"Which caption best describes this video?
A. The boy walks out of the cave and looks up. The crowd in the stadium cheers on while flags wave.
B. The boy walks out of the cave and looks down. The crowd in the stadium cheers on while flags wave. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.141226741649358,Movie_Description,Motion Direction/Orientation,A,,,
B,A,short_video/Oops/Let's Get Tropical - Beach Fails16_mute.mp4_6,temporalbench_short_06873,videos/temporalbench_short/Let's Get Tropical - Beach Fails16_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. Two people drive by in a watercraft from the left side and hit a jetski. They fly off  in the air and fall on the shore.Two women turn around and look at them.
B. Two women turn around and look at two people driving by in a watercraft from the right side and hitting a jetski. They fly off in the air and fall on the shore.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.1293547094252532,Oops,Event Order,A,,,
B,A,short_video/COIN/Vfp3kMEQnFI_start_145.0_end_150.0.mp4_3,temporalbench_short_01095,videos/temporalbench_short/Vfp3kMEQnFI_start_145.0_end_150.0.mp4,temporalbench_short,"Which caption best describes this video?
A. The person holds the back of the printer with his left hand. The person holds the top of the printer with his right hand. The person slowly brings down the lid with the right hand and closes the top of the printer.
B. The person holds the back of the printer with his left hand. The person holds the top of the printer with his right hand. The person slowly lifts up the lid with the right hand and opens the top of the printer. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.1196802240460797,COIN,Action Type,A,,,
B,B,short_video/Oops/Lets Get Stoned - Rock Fails11_mute.mp4_5,temporalbench_short_06371,videos/temporalbench_short/Lets Get Stoned - Rock Fails11_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A man runs along some rocks and slips, falling face-first onto the ground. Behind him, a waterfall drains into a flowing river. 
B. A man walks along some rocks and slips, falling face-first onto the ground. Behind him, a waterfall drains into a flowing river.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.1180725260449198,Oops,Action Type,B,,,
B,A,short_video/COIN/SzdcAAWolfs_start_49.0_end_64.0.mp4_6,temporalbench_short_01039,videos/temporalbench_short/SzdcAAWolfs_start_49.0_end_64.0.mp4,temporalbench_short,"Which caption best describes this video?
A. Someone placing down a large baking sheet on the counter with both hands. Then rolling cookie dough into balls with both hands and placing them on sheet from right bottom corner to the left.  Then he uses his right hand to press them down with a fork.
B. Someone rolling cookie dough into balls with both hands and placing them on sheet from right bottom corner to the left. Then he uses his right hand to press them down with a fork. Then placing down a large baking sheet on the counter with both hands.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.112648175690278,COIN,Event Order,A,,,
B,B,short_video/Charades/WXXYY_start_7.0_end_19.3.mp4_3,temporalbench_short_07624,videos/temporalbench_short/WXXYY_start_7.0_end_19.3.mp4,temporalbench_short,"Which caption best describes this video?
A. A man transfers the phone into his right hand and flips it open with his left hand. He closes the door behind him with his right hand. He then closes the phone with his left hand and holds his pocket open with his right hand. He then puts the phone inside his pocket with his right hand.
B. A man closes the door behind him with his right hand. He transfers the phone into his right hand and flips it open with his left hand. He then closes the phone with his left hand and holds his pocket open with his right hand. He then puts the phone inside his pocket with his right hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.1101065506401187,Charades,Event Order,B,,,
B,B,short_video/Oops/Bee Keeper Business - Fails of the Week (November 2018) _ FailArmy32_mute.mp4_4,temporalbench_short_07059,videos/temporalbench_short/Bee Keeper Business - Fails of the Week (November 2018) _ FailArmy32_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A person places a bar over the feet of the other man. He turns around on the right side. He pulls himself up with the handles and he flips and turns around to the back. The handle stays on and he lands safely on the ground. The other person moves to his right and jumps down the pole. 
B. A person places a bar over the feet of the other man. He turns around on the right side. He pulls himself up with the handles and he flips and turns around to the back. The handle falls off and he falls on the ground and injured. The other person moves to his right and jumps down the pole.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.1101061410392579,Oops,Action Type,B,,,
B,A,short_video/Movie_Description/1012_Unbreakable_00.24.58.622-00.25.06.004.mp4_3,temporalbench_short_05534,videos/temporalbench_short/1012_Unbreakable_00.24.58.622-00.25.06.004.mp4,temporalbench_short,"Which caption best describes this video?
A. A person his holding a purple paper covered tray with both left and right thumbs inside the tray with comic book at center and the image in the comic book getting fade at the next frame.
B. A person is holding a purple paper covered tray with both left and right thumbs inside the tray with comic book at center and the image in the comic book getting clearer at the next frame. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.0961979045842494,Movie_Description,Motion Magnitude,A,,,
B,A,short_video/Oops/Bee Keeper Business - Fails of the Week (November 2018) _ FailArmy32_mute.mp4_5,temporalbench_short_07060,videos/temporalbench_short/Bee Keeper Business - Fails of the Week (November 2018) _ FailArmy32_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A person places a bar over the feet of the other man. He turns around on the right side. He pulls himself up with the handles and he flips and turns around to the back. The handle falls off and he falls on the ground and injured. The other person moves to his right and jumps down the pole.
B. A person places a bar over the feet of the other man. He turns around on the right side. He pulls himself up with the handles and he flips and turns around to the back. The handle falls off and he lands safely on the ground. The other person moves to his left and jumps down the pole. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.0818482185829268,Oops,Others,A,,,
B,B,short_video/Oops/Classic Redneck Waterslide - Throwback Fails (July 2017)28_mute.mp4_2,temporalbench_short_06498,videos/temporalbench_short/Classic Redneck Waterslide - Throwback Fails (July 2017)28_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A man places both hands on a stool and does a handstand. He maintains his balance and stays in the handstand position. 
B. A man places both hands on a stool and does a handstand. He loses his grip and falls down along with the stool.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.0742289996006193,Oops,Action Type,B,,,
B,B,short_video/Charades/VFAE3_start_35.0_end_41.0.mp4_3,temporalbench_short_07423,videos/temporalbench_short/VFAE3_start_35.0_end_41.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A person uses their hands to bunch up a towel, then stands up straight and places the towel on a shelf. 
B. A person uses their hands to bunch up a towel, then crouches forward slightly and places the towel on a shelf.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.066001111869896,Charades,Motion Magnitude,B,,,
